,totalAssets,intangibleAssets,earningAssets,otherCurrentAssets,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,commonStock,capitalStock,retainedEarnings,otherLiab,goodWill,otherAssets,cash,cashAndEquivalents,totalCurrentLiabilities,currentDeferredRevenue,netDebt,shortTermDebt,shortLongTermDebt,shortLongTermDebtTotal,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,totalPermanentEquity,noncontrollingInterestInConsolidatedEntity,temporaryEquityRedeemableNoncontrollingInterests,accumulatedOtherComprehensiveIncome,additionalPaidInCapital,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,accumulatedAmortization,nonCurrrentAssetsOther,deferredLongTermAssetCharges,nonCurrentAssetsTotal,capitalLeaseObligations,longTermDebtTotal,nonCurrentLiabilitiesOther,nonCurrentLiabilitiesTotal,negativeGoodwill,warrants,preferredStockRedeemable,capitalSurpluse,liabilitiesAndStockholdersEquity,cashAndShortTermInvestments,propertyPlantAndEquipmentGross,propertyPlantAndEquipmentNet,accumulatedDepreciation,netWorkingCapital,netInvestedCapital,commonStockSharesOutstanding,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,beginPeriodCashFlow,endPeriodCashFlow,totalCashFromOperatingActivities,issuanceOfCapitalStock,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToInventory,changeToAccountReceivables,salePurchaseOfStock,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,changeReceivables,cashFlowsOtherOperating,exchangeRateChanges,cashAndCashEquivalentsChanges,changeInWorkingCapital,stockBasedCompensation,otherNonCashItems,freeCashFlow,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,sellingAndMarketingExpenses,grossProfit,reconciledDepreciation,ebit,ebitda,depreciationAndAmortization,nonOperatingIncomeNetOther,operatingIncome,otherOperatingExpenses,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2019-12-31,-0.08036570912579717,-0.011737089201877934,,-0.39016801493466086,-0.11144993525209909,-0.01628574072360507,,-0.24795580110497237,0.3333333333333333,,-0.4364277697611031,,-0.7129909365558912,,-0.34750232702451134,,-0.1349495816348423,-0.09373528026377767,0.303576689647045,-0.018841262364578427,-0.09596133931653435,0.13541959023294975,0.023054070112893642,,-0.1557181485605217,0.4433497536945813,,-0.39069767441860465,-0.10785973397823458,-0.33271332248314345,-0.10465116279069768,0.1724879097259538,,,,0.13965744400527008,,0.0,,,,,-0.20848375451263537,,0.014884297841001589,,,-2.109004739336493,-0.01563876651982379,,,,,-0.08036570912579717,-0.24640252316183717,-0.051351351351351354,0.2164917838051871,,,,0.0091405861894638,0.08282652765710977,,,,0.08464944649446494,,-0.6767123287671233,0.3620819713351773,0.0914572864321608,0.49563318777292575,,0.0,,0.171875,0.9772727272727273,0.8923076923076924,,1.9962616822429906,,0.8008720930232558,,,,,0.3582089552238806,0.9710391822827938,0.09824561403508772,-0.2887491264849755,,,-0.10828025477707007,,0.17543859649122806,,-0.08094692630775105,0.0,-0.13341958437777957,-0.0399223731632936,0.07556453738687285,,0.04848904667070742,-0.15518121490556405,-0.23833167825223436,-0.13763440860215054,0.014388489208633094,-0.2558139534883721,,,,-0.07568113017154389,-0.05478982963787347,0.025,-0.06759443339960239,-1.0810810810810811,,-0.29986431478968795,,
2019-09-30,-0.10576217619504487,-0.04460093896713615,,-0.32296204107031734,-0.17527883370232675,0.037013047099102435,,-0.24220994475138122,0.3333333333333333,,-0.38640371973705306,,-0.7129909365558912,,-0.2035370772572138,,-0.18000429092469428,-0.1210551106924164,0.17912910258676565,-0.005652378709373528,,0.019786696603985406,0.10481283422459893,,-0.07968824558613011,,,-0.5023255813953489,-0.08464328899637243,,-0.07364341085271318,0.09296077377753896,,,,0.059853190287972896,,,,,,,-0.17057761732851986,,-0.05705647505717276,,,,-0.07665198237885462,,,,,-0.10576217619504487,-0.20697811945594322,,0.07374777271827361,,,,0.0182811723789276,,,,,-0.34044280442804425,,-0.267058056099152,0.47472969575056573,0.36180904522613067,0.648471615720524,,-0.1956521739130435,,0.1875,-0.36363636363636365,0.5948717948717949,,0.9586708203530634,,0.16424418604651161,,,,,0.09328358208955224,-0.18739352640545145,0.5964912280701754,0.5190775681341719,,,0.9076433121019108,,-0.49122807017543857,,0.1344024436807942,-0.1956521739130435,0.32425002021508853,0.2639312448017743,0.04393287057376329,,0.32556931336046413,-0.13204015654245363,-0.28166471066173154,,,,,,,0.7315842583249244,0.011642838798048113,-0.2916666666666667,-0.0374893496165862,-0.19881950916433674,,,,
2019-06-30,-0.1266437157853152,-0.0539906103286385,,-0.3789670192906036,-0.2198922260746063,0.06218191912649209,,-0.2585635359116022,0.3333333333333333,,-0.5210838544171877,,-0.7129909365558912,,-0.17375116351225567,,-0.5872130444110706,-0.1747527084314649,0.1720582169583407,-0.754592557701366,,0.018102722424922817,0.14759358288770053,,-0.06473675839032925,,,-0.37378435517970404,-0.05078597339782346,,-0.06976744186046512,0.08973670069854917,,,,0.20139281008846227,,0.0,,,,,0.004512635379061372,,-0.09302686150625994,,,,0.07356828193832599,,,,,-0.1266437157853152,-0.12812931204415534,-0.26112266112266114,0.01672936052266878,,,,0.5758569299362194,,,,,-0.4186715867158672,,-1.0759295499021526,0.8991702288156902,0.4743718592964824,-0.3056768558951965,,-0.10869565217391304,,0.1875,1.25,0.4307692307692308,,1.407268951194185,,0.1875,,,,,-0.6828358208955224,0.23850085178875638,-0.042105263157894736,-0.7248078266946192,,,-0.06687898089171974,,-0.21052631578947367,,-0.16953035509736541,-0.10869565217391304,-0.008894638958518638,0.0399223731632936,0.05799138915736754,,-0.032903281669408604,-0.08779989790709546,-0.19860973187686196,,,,,,,-0.005045408678102927,-0.03698313500556459,-0.15833333333333333,-0.005112184038625391,-0.677228953091022,,,,
2019-03-31,-0.10034426322027203,-0.02112676056338028,,-0.5133789670192906,-0.21120347550022975,0.07180531137225872,,-0.2585635359116022,0.3333333333333333,,-0.5307038640371974,,-0.7129909365558912,,0.1452063295066708,,-0.4520489165415147,-0.1055110692416392,0.10087796829886277,-0.586905322656618,,0.00547291608195341,0.1480689245395128,,0.0427867027198982,,,-0.42790697674418604,-0.025634824667472793,,0.25193798449612403,0.07898979043524987,,,,0.23150762281197063,,,,,,,0.1651624548736462,,-0.10930656226985543,,,,0.01563876651982379,,,,,-0.10034426322027203,0.04928050463236743,,-0.04999010097010493,,,,0.0182811723789276,,,,,0.6086346863468635,,0.9958251793868232,0.525018858436007,0.8984924623115578,0.49344978165938863,,-0.5434782608695652,,0.171875,-0.13636363636363635,0.5128205128205128,,0.7584631360332295,,0.007267441860465116,,,,,0.11567164179104478,-0.29982964224872233,0.34385964912280703,0.47155835080363384,,,0.6847133757961783,,-0.3157894736842105,,-0.041237113402061855,-0.5434782608695652,0.12533354896094445,0.10978652619905739,-0.01230120376065372,,0.1177591133431466,-0.03335034881742385,-0.22749842014986008,,,,,,,0.5802219979818365,0.020203749678965842,-0.20833333333333334,0.042033513206475435,2.4168996582789686,,,,
2018-12-31,-0.20757379084598454,-0.16666666666666666,,-0.3839452395768513,-0.36242115376582146,0.06218191912649209,,-0.4397790055248619,0.3333333333333333,,-0.6371653038319705,,-0.7129909365558912,,-0.17747440273037543,,-0.4340270328255739,-0.12764955252001883,0.06434505921866714,-0.21573245407442299,,-0.11100196463654224,0.19750445632798574,,-0.2244313663114363,,,-0.5378435517970401,0.004353083434099154,,0.2441860465116279,0.19183234819989253,,,,0.2586109542631282,,0.0,,,,,-0.018050541516245487,,-0.1263614868793364,,,,-0.19295154185022026,,,,,-0.20757379084598454,-0.20697811945594322,-0.29625779625779625,-0.01672936052266878,,,,0.03864704129694827,,,,,-0.6932103321033211,,-0.2853228962818004,0.6447070656273574,0.5246231155778894,0.43231441048034935,,-0.8260869565217391,,0.109375,-0.25,-0.41025641025641024,,0.32481827622014536,,0.07994186046511628,,,,,0.0,-0.12265758091993186,0.24561403508771928,0.3234102026554857,,,0.6592356687898089,,0.10526315789473684,,0.050400916380297825,-0.8260869565217391,0.008894638958518638,0.015525367341280842,-0.05799138915736754,,0.18876093168239674,-0.08507742045261188,-0.25638710842285817,,,,,,,1.427850655903128,0.010615529492337985,-0.008333333333333333,-0.007952286282306162,-0.18018018018018017,,,,
2018-09-30,-0.21118573282916644,-0.33568075117370894,,-0.5096453018046049,-0.38531266970215966,0.09808457481262145,,-0.4358011049723757,0.3333333333333333,,-0.719256052589386,,-0.7129909365558912,,-0.15141172820353707,,-0.5850675820639348,-0.11822892133772962,0.08320075422780036,-0.5463966085727744,,-0.08265506595565535,0.2802139037433155,,-0.2244313663114363,,,-0.3890063424947146,-0.07787182587666264,,0.18604651162790697,0.1595916174099946,,,,0.29700734048560135,,,,,,,0.10649819494584838,,-0.1313229194930036,,,,-0.14559471365638765,,,,,-0.21118573282916644,-0.12103291937709443,,-0.07374777271827361,,,,0.012187448252618398,,,,,-0.6253136531365313,,-0.02700587084148728,0.6648227307015339,0.6442211055276382,0.6615720524017468,,-0.2826086956521739,,0.109375,0.7272727272727273,-0.9230769230769231,,0.18359293873312565,,0.2805232558139535,,,,,0.27611940298507465,0.0817717206132879,0.17543859649122806,0.42403913347309574,,,0.6146496815286624,,-0.42105263157894735,,0.08858342878961435,-0.2826086956521739,0.26926497938060967,0.22179096201829776,0.02987435199015904,,0.2701532600225128,0.03403096818104475,-0.2636092804911077,,,,,,,0.893037336024218,0.08423936306823046,-0.25833333333333336,0.09997159897756319,-0.5281143212177695,,,,
2018-06-30,-0.19899542863592753,-0.6126760563380281,,-0.5395146235220909,-0.35857805255023184,0.09956509669658554,,-0.4358011049723757,0.3333333333333333,,-0.7840307840307841,,-0.7129909365558912,,-0.20974247595408005,,-0.6078094829435743,-0.20631182289213376,0.14023923163042837,-0.6151672162034856,,-0.027925905136121247,0.31491384432560904,,-0.1379036106250994,,,0.38054968287526425,-0.16203143893591293,,0.26744186046511625,0.3820526598602902,,,,0.32109919066440806,,0.0,,,,,0.322202166064982,,-0.15675026163804798,,,,-0.0986784140969163,,,,,-0.19899542863592753,0.20067021486300018,-0.43700623700623703,-0.1507622253019204,,,,0.0091405861894638,,,,,-0.13084870848708488,,-0.0426614481409002,0.6909730952979632,0.664321608040201,-0.14192139737991266,,-0.2826086956521739,,0.109375,-0.11363636363636363,0.882051282051282,,0.25088265835929385,,-0.007267441860465116,,,,,-0.3805970149253731,-0.3373083475298126,-1.6421052631578947,-0.3278825995807128,,,0.6464968152866242,,-0.7017543859649122,,-0.019854906452844597,-0.2826086956521739,0.16899814021185414,0.15303576379262546,0.02987435199015904,,0.16105290501342107,-0.12727582099710738,-0.2347205922181096,,,,,,,0.751765893037336,-0.018491567502782295,-0.39166666666666666,-0.030105083783016188,-0.006213109661385523,,,,
2018-03-31,-0.20170438512331396,-0.5140845070422535,,-0.5133789670192906,-0.3405321859726806,0.056629962061626724,,-0.4154696132596685,0.3333333333333333,,-0.9706589706589707,,-0.7129909365558912,,-0.1203847347192057,,-0.22934992490881784,-0.09561940650023551,0.14566024394555419,0.1290626471973622,,-0.0012629806342969408,0.3125371360665478,,-0.08986798154922856,,,-0.023678646934460888,-0.08948004836759371,,0.2131782945736434,0.17893605588393338,,,,0.45661584792019577,,,,,,,0.20397111913357402,,-0.18388309624404048,,,,-0.2691629955947137,,,,,-0.20170438512331396,0.06899270648531441,,-0.15689962383686398,,,,0.006093724126309199,,,,,-0.9146125461254613,,1.016699282452707,0.3087754588886095,0.6904522613065327,0.11135371179039301,,-0.3695652173913043,,0.109375,-0.09090909090909091,0.020512820512820513,,1.861682242990654,,-0.0188953488372093,,,,,-0.5597014925373134,-2.4701873935264054,0.1543859649122807,0.007547169811320755,,,2.7356687898089174,,0.03508771929824561,,0.06567392134402443,-0.3695652173913043,0.22074876687959893,0.18408649847518713,0.015815833406554784,,0.22166421335180536,-0.012931767908797005,-0.16972104360386386,,,,,,,1.7507568113017153,0.051023028850269665,-0.041666666666666664,0.053393922181198525,3.963963963963964,,,,
2017-12-31,-0.1408657373440939,-0.4953051643192488,,-0.6042314872433105,-0.13684782154643052,-0.212825020819839,,0.013259668508287293,0.3333333333333333,,-1.452300785634119,,-0.7129909365558912,,-0.4467887061743717,,0.26496459987127224,-0.10080075365049458,0.2734075776324318,0.26000942063118226,,0.07704181869211339,0.35579322638146166,,0.21552409734372516,,,-0.3501057082452431,-0.12333736396614269,,0.18604651162790697,0.2369693713057496,,,,0.4054206662902315,,0.0,,,,,0.2184115523465704,,-0.24915694406759953,,,,-0.2544052863436123,,,,,-0.1408657373440939,-0.2905578553124384,-0.524948024948025,-0.23450801821421502,,,,-0.0030468620631545996,,,,,-0.9219926199261993,,-1.1463796477495107,-0.08348001005783254,-0.5346733668341709,0.7336244541484717,,0.30434782608695654,,0.0,1.1363636363636365,1.4666666666666666,,0.5665628245067498,,0.25726744186046513,,,,,0.4291044776119403,2.79045996592845,0.24561403508771928,0.5386443046820405,,,-0.3630573248407643,,0.17543859649122806,,-0.18785796105383734,0.30434782608695654,-0.21913155979623192,-0.08317161075686166,0.12476935242948774,,-0.04675729500389644,-1.1230219499744767,-0.6933285185519545,,,,,,,6.685166498486377,-0.9091687355534629,-0.225,-1.445044021584777,-1.2550481515998757,,,,
2017-09-30,0.5049946385236187,0.011737089201877934,,-0.04418170504044804,0.5963490538451899,0.054039048764689554,,-0.4366850828729282,0.3333333333333333,,-0.5916305916305916,,-0.4169184290030212,,0.11045609680421967,,0.5687620682257026,0.329251059821008,0.6549997053797655,0.34762129062647196,,0.657451585742352,0.43612596553773025,,0.29887068554159374,,,-0.11501057082452432,0.7414752116082225,,0.5658914728682171,1.0107469102632993,,,,-0.1893468849990589,,,,,,,0.7572202166064982,,0.5973874956393659,,,,0.5561674008810573,,,,,0.5049946385236187,0.17307313226887444,,0.569293209265492,,,,0.006093724126309199,,,,,0.921549815498155,,0.5078930202217874,-0.2695499119939653,-0.08341708542713568,0.5917030567685589,,0.6956521739130435,,0.015625,-0.25,-1.2102564102564102,,1.6456905503634476,,-0.10901162790697674,,,,,0.43656716417910446,-0.11925042589437819,-0.5824561403508772,0.7091544374563242,,,0.6624203821656051,,-0.10526315789473684,,0.14967544864452081,0.6956521739130435,0.3452737122988599,0.32381480454671474,0.1880326860557069,,0.2978612866914884,0.564233452441722,0.09027715085311908,,,,,,,0.5297679112008072,0.35647632908141424,0.14166666666666666,0.5288270377733598,-0.062131096613855234,,,,
2017-06-30,0.2380495513290818,-0.34976525821596244,,-0.06782825140012445,0.21872258657420945,-0.007032478948829462,,-0.4269613259668508,0.3333333333333333,,-0.6891133557800224,,-0.4169184290030212,,-0.11914365497983245,,0.4293070156618751,0.20913801224682055,0.40021212656885274,0.6443711728685821,,0.30213303396014596,0.4655971479500891,,0.190074757435979,,,0.1843551797040169,0.5634824667472793,,0.46124031007751937,0.5733476625470177,,,,-0.24581215885563712,,0.0,,,,,0.48826714801444043,,0.28373192759409277,,,,0.1299559471365639,,,,,0.2380495513290818,0.1667652276759314,0.07713097713097714,0.3388437933082558,,,,0.0030468620631545996,,,,,0.2263468634686347,,-0.9532941943900848,0.10761880814684435,-0.2693467336683417,-0.4650655021834061,,0.41304347826086957,,0.0,-0.3409090909090909,-1.323076923076923,,1.3175493250259604,,0.42877906976744184,,,,,-1.4701492537313432,0.2010221465076661,0.007017543859649123,-1.1608665269042628,,,0.321656050955414,,-0.21052631578947367,,0.08705612829324169,0.41304347826086957,0.28705425729764694,0.26947601885223177,0.14234250065899307,,0.2580309983548359,0.46962736089841756,0.018055430170623814,,,,,,,0.3481331987891019,0.3010016265730674,-0.15833333333333333,0.46009656347628514,-0.6585896241068655,,,,
2017-03-31,0.2424516056210847,-0.5563380281690141,,-0.0939639079029247,0.21604912485901667,-0.018136393078560194,,-0.4251933701657459,0.3333333333333333,,-0.7231040564373897,,-0.4169184290030212,,0.3462612472851381,,-0.07187298862904956,0.3457371643900141,0.20976960697660715,-0.7074894017899199,,0.18060623070446252,0.4651218062982769,,0.21647844759026563,,,0.00507399577167019,0.5257557436517534,,0.5077519379844961,0.5443310048361096,,,,-0.2277432712215321,,,,,,,0.5171480144404332,,0.2769099577503004,,,,0.38370044052863433,,,,,0.2424516056210847,0.3788685196136408,,0.3301326470005939,,,,-0.006093724126309199,,,,,-0.10132841328413283,,0.763600782778865,-0.17701785265275333,0.10753768844221105,0.5218340611353712,,0.43478260869565216,,0.0,-0.09090909090909091,0.9333333333333333,,0.36386292834890965,,-0.07994186046511628,,,,,0.3880597014925373,0.22487223168654175,-0.04912280701754386,0.5917540181691126,,,0.06687898089171974,,-0.03508771929824561,,-0.030546009927453228,0.43478260869565216,0.16252931187838604,0.18519545328527862,0.1458571303048941,,0.11602736167633561,0.5404117747149907,0.07222172068249526,,,,,,,0.11604439959636731,0.308535228148275,-0.075,0.5163305879011645,-0.5778191985088537,,,,
2016-12-31,0.1985439358880298,-0.528169014084507,,0.04418170504044804,0.22273277914699863,-0.09105209586379198,,0.5790055248618785,0.3333333333333333,,-0.727593394260061,,-0.4169184290030212,,-0.004964318957493019,,-0.059429307015661875,,0.30687643627364325,-0.5511069241639189,,0.21681167555430816,0.39334521687462864,,0.21965961507873388,,,0.2824524312896406,0.5567110036275695,,0.4496124031007752,0.5432563138097797,,,,-0.25710521362695277,,0.0,,,,,0.4684115523465704,,0.21504709484863754,,,,0.38612334801762116,,,,,0.1985439358880298,0.28503843879361324,0.005405405405405406,0.27054048703227085,,,,-0.006009088391918891,,,,,-0.7064944649446494,,-0.02700587084148728,-0.15690218757857682,-0.17688442211055277,0.519650655021834,,0.6086956521739131,,-0.109375,0.4090909090909091,-0.5846153846153846,,1.7711318795430946,,0.2136627906976744,,,,,0.3358208955223881,3.9352640545144806,0.08421052631578947,0.306638714185884,,,-1.4235668789808917,,0.14035087719298245,,0.07483772432226041,0.6086956521739131,0.19487345354572652,0.21624618796784031,0.17397416747210262,,0.13680838167806736,0.53224434235154,0.06138846258012097,,,,,,,-4.142280524722502,0.3263419227805839,0.008333333333333333,0.5066742402726498,-3.91425908667288,,,,
2016-09-30,0.31017551780574526,-1.147887323943662,,0.18730553827006846,0.3766239191277831,-0.058480614416581846,,-0.08883977900552487,0.3333333333333333,,-0.06573673240339907,,-0.4169184290030212,,0.019857275829972074,,0.12980047200171638,0.3391427225624117,0.3888987095633728,-0.7508243052284503,,0.3200954252034802,0.41853832442067734,,0.5005567043104819,,,-0.05919661733615222,0.4744860943168077,,0.47674418604651164,0.29607737775389575,,,,-1.007716920760399,,,,,,,0.5361010830324909,,0.23148184038141012,,,,0.4918502202643172,,,,,0.31017551780574526,0.14153360930415929,,0.3568600277172837,,,,0.0030468620631545996,,,,,-0.30206642066420664,,0.1817351598173516,-0.21724918280110636,-0.15678391959798996,0.7751091703056768,,0.43478260869565216,,-0.09375,0.8181818181818182,0.10256410256410256,,0.5100726895119418,,0.03924418604651163,,,,,0.7164179104477612,0.017035775127768313,-0.16140350877192983,0.8013976240391335,,,0.49363057324840764,,-0.5263157894736842,,0.1145475372279496,0.43478260869565216,0.36791461146599824,0.3260327141668977,0.1458571303048941,,0.30478829335873237,0.5002552322613578,0.09388823688724383,,,,,,,0.17658930373360243,0.32565704991011046,-0.30833333333333335,0.4907696677080375,-0.4659832246039143,,,,
2016-06-30,0.29505051075117106,-1.1854460093896713,,0.40510267579340387,0.3701073561970007,-0.10141574905154067,,-0.07160220994475137,0.3333333333333333,,-0.17476350809684144,,-0.4169184290030212,,-0.05460750853242321,,0.34563398412357865,0.3094677343382007,0.3910199752519003,-0.26189354686764016,,0.3057816446814482,0.45133689839572194,,0.5282328614601559,,,-0.1471458773784355,0.48029020556227325,,0.5465116279069767,0.30467490596453517,,,,-1.0190099755317146,,0.0,,,,,0.5956678700361011,,0.19721694639327106,,,,0.3724669603524229,,,,,0.29505051075117106,0.05322294500295683,0.04449064449064449,0.3077608394377351,,,,-0.006093724126309199,,,,,0.21749077490774907,,0.23392041748206133,-0.2977118430978124,-0.21708542713567838,0.5655021834061136,,0.5434782608695652,,-0.109375,1.0909090909090908,3.7948717948717947,,1.4895119418483904,,0.32994186046511625,,,,,0.5111940298507462,3.2776831345826234,0.22456140350877193,0.253529000698812,,,-0.5127388535031847,,-0.2807017543859649,,-0.05956471935853379,0.5434782608695652,0.20457669604592868,0.21957305239811478,0.16343027853439943,,0.09524634167460386,0.36957631444614597,0.2238873341157353,,,,,,,-0.6508577194752775,0.21847444568102045,-0.19166666666666668,0.37773359840954274,-1.627834731283007,,,,
2016-03-31,0.2866978949150629,-1.232394366197183,,0.4299937772246422,0.27235891223526465,0.05959100582955492,,0.7116022099447514,0.3333333333333333,,0.13435946769280102,,-0.4169184290030212,,-0.1538938876822836,,0.49839090323964813,,0.3573154204230747,0.3127649552520019,,0.2431939376929554,0.447534165181224,,0.39017019246063306,,,-0.00507399577167019,0.958162031438936,,0.6511627906976745,0.6324556689951639,,,,-1.0483719179371354,,,,,,,0.48465703971119134,,0.253033063297027,,,,0.16519823788546256,,,,,0.2866978949150629,0.056376897299428345,,0.38319144723817067,,,,0.006093724126309199,,,,,-0.25040590405904056,,-0.17573385518590998,-0.22026653256223283,-0.2974874371859296,0.38427947598253276,,0.41304347826086957,,-0.09375,-0.2727272727272727,0.8,-0.25,0.029906542056074768,,0.40261627906976744,,,,,0.5261194029850746,0.0,-0.3719298245614035,,,,0.06687898089171974,,-0.24561403508771928,,-0.1664757541046201,0.41304347826086957,0.07681733645993369,0.12531189354033823,0.14234250065899307,,-0.02770802666897567,0.5826101752594861,0.12999909722849146,,,,,,,0.3481331987891019,0.3013440630083041,-0.175,0.5549559784152229,-0.16775396085740912,,,,
2015-12-31,0.28105423556634124,-1.2089201877934272,,0.44492843808338517,0.2661765320188813,0.04034422133802165,,-0.4375690607734807,0.3333333333333333,,0.09908609908609908,,-0.4169184290030212,,-0.05833074775054297,,0.6605878566831153,0.47715496938294866,0.39809086088032525,0.6038624587847385,,0.31335952848722987,0.48508615567439095,,0.3644027358040401,,,-0.24862579281183933,0.8536880290205562,,0.624031007751938,0.6131112305212252,,,,-1.1055900621118013,,0.0,,,,,1.1010830324909748,,0.25783945114151713,,,,0.07378854625550661,,,,,0.28105423556634124,0.0035481963335304554,-0.0010395010395010396,0.26440308849732724,,,,-0.02179678198305028,,,,,-0.07033210332103321,,-0.4314416177429876,-0.04425446316318833,-0.2201005025125628,0.36026200873362446,,-0.15217391304347827,,-0.1875,-0.06818181818181818,-0.2358974358974359,-0.2,-0.2583592938733126,,0.34738372093023256,,,,,0.19402985074626866,0.858603066439523,-0.6666666666666666,-0.0259958071278826,,,0.31210191082802546,,-0.3157894736842105,,0.16036655211912945,-0.15217391304347827,0.49890838521872727,0.3859162739118381,0.05096212986556541,,0.34635033336219584,0.38727241790028927,0.16972104360386386,,,,,,,1.4783047426841573,0.27703107610649774,-0.20833333333333334,0.39307015052541894,-1.093507300403852,,,,
2015-09-30,0.29798521361250635,-1.0352112676056338,,0.49595519601742377,0.2427837420109445,0.1950587582122698,,-0.4300552486187845,0.3333333333333333,,0.244668911335578,,0.5377643504531722,,0.1588582066397766,,0.482085389401416,0.377296278850683,0.3311531435979023,0.3881300047103156,,0.2827673309009262,0.5164587046939988,,0.47701606489581677,,,-0.3010570824524313,0.8575574365175332,,0.6046511627906976,0.6217087587318646,,,,-1.0114812723508375,,,,,,,0.9611913357400722,,0.22621031822938872,,,,0.13458149779735684,,,,,0.29798521361250635,0.11709047900650503,,0.19451593743813106,,,,0.0639841033262466,,,,,0.15845018450184503,,1.108023483365949,-0.46165451345235103,-0.044221105527638194,0.9847161572052402,,0.2608695652173913,,-0.171875,1.25,1.7538461538461538,-0.47,-0.3131879543094496,,0.050872093023255814,,,,,0.7276119402985075,0.58603066439523,-0.49122807017543857,1.0585604472396926,,,0.08598726114649681,,-0.3508771929824561,,0.09163802978235967,0.2608695652173913,0.3921727177165036,0.33379539783753814,0.11774009313768562,,0.2701532600225128,0.635698485621916,0.2166651620474858,,,,,,,-0.12613521695257315,0.3869531718174814,-0.225,0.6009656347628515,-1.174277726001864,,,,
2015-06-30,0.47677634178001016,-1.0821596244131455,,0.85065339141257,0.4033585362797109,0.3049875080966041,,-0.4393370165745856,0.3333333333333333,,0.1728395061728395,,0.5377643504531722,,-0.3561898852001241,,0.4945290710148037,0.4178049929345266,0.4442873136527017,0.10456900612341027,,0.30101038450743756,0.5620915032679739,,0.5708605058056306,,,-0.32473572938689216,1.2444981862152358,,0.8527131782945736,0.906501880709296,,,,-0.7758328627893846,,0.0,,,,,1.2256317689530687,,0.4260630256986705,,,,0.3398678414096916,,,,,0.47677634178001016,-0.22117090479006504,0.1286902286902287,0.3879429815878044,,,,0.1035933101472564,,,,,-0.16774907749077492,,-0.7967384213959556,-0.14483278853407092,-0.46130653266331656,-0.6790393013100436,,0.6086956521739131,,-0.125,-0.1590909090909091,-0.676923076923077,-2.18,-0.16614745586708204,,0.1380813953488372,,,,,-1.7388059701492538,-0.3270868824531516,-0.23859649122807017,-1.1552760307477288,,,0.7802547770700637,,-0.17543859649122806,,0.21534936998854526,0.6086956521739131,0.48758793563515807,0.4169670085943998,0.17397416747210262,,0.4017663867001472,0.6772162668027906,-0.06499954861424573,,,,,,,0.6306760847628657,0.43386696344491055,-0.14166666666666666,0.6327747798920761,-0.6710158434296365,,,,
2015-03-31,0.41051978102601727,-0.9882629107981221,,0.5556938394523958,0.31346338610635366,0.3634681225131859,,-0.4393370165745856,0.3333333333333333,,0.2786596119929453,,0.513595166163142,,0.03475023270245113,,0.5026818279339198,0.4790390956194065,0.28472099463791173,-0.053697597739048517,,0.1994106090373281,0.6081996434937611,,0.6112613329091777,,,-0.0828752642706131,1.1767835550181378,,0.748062015503876,0.9677592692101021,,,,-0.8541313758705064,,,,,,,1.05956678700361,,0.31536106050622115,,,,0.2171806167400881,,,,,0.41051978102601727,0.13995663315592352,,0.27073846763017223,,,,0.13710879284195698,,,,,0.18206642066420664,,-0.5018917155903457,0.058335428715111895,-0.14472361809045226,-0.05895196506550218,,0.5869565217391305,,-0.140625,-0.5227272727272727,-3.0358974358974358,0.19,0.29574247144340604,,0.34156976744186046,,,,,-0.7835820895522388,-0.1839863713798978,0.028070175438596492,-0.5570929419986024,,,0.6242038216560509,,0.0,,0.16494845360824742,0.5869565217391305,0.3420392981321258,0.3160521208760743,0.17045953782620157,,0.33595982336133,0.7888378424366174,0.1263880111943667,,,,,,,0.3884964682139253,0.4770139542847359,-0.058333333333333334,0.7230900312411247,-0.14290152221186703,,,,
