,totalAssets,intangibleAssets,earningAssets,otherCurrentAssets,totalLiab,totalStockholderEquity,deferredLongTermLiab,otherCurrentLiab,commonStock,capitalStock,retainedEarnings,otherLiab,goodWill,otherAssets,cash,cashAndEquivalents,totalCurrentLiabilities,currentDeferredRevenue,netDebt,shortTermDebt,shortLongTermDebt,shortLongTermDebtTotal,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,totalPermanentEquity,noncontrollingInterestInConsolidatedEntity,temporaryEquityRedeemableNoncontrollingInterests,accumulatedOtherComprehensiveIncome,additionalPaidInCapital,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,accumulatedAmortization,nonCurrrentAssetsOther,deferredLongTermAssetCharges,nonCurrentAssetsTotal,capitalLeaseObligations,longTermDebtTotal,nonCurrentLiabilitiesOther,nonCurrentLiabilitiesTotal,negativeGoodwill,warrants,preferredStockRedeemable,capitalSurpluse,liabilitiesAndStockholdersEquity,cashAndShortTermInvestments,propertyPlantAndEquipmentGross,propertyPlantAndEquipmentNet,accumulatedDepreciation,netWorkingCapital,netInvestedCapital,commonStockSharesOutstanding,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,netBorrowings,totalCashFromFinancingActivities,changeToOperatingActivities,changeInCash,beginPeriodCashFlow,endPeriodCashFlow,totalCashFromOperatingActivities,issuanceOfCapitalStock,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToInventory,changeToAccountReceivables,salePurchaseOfStock,otherCashflowsFromFinancingActivities,changeToNetincome,capitalExpenditures,changeReceivables,cashFlowsOtherOperating,exchangeRateChanges,cashAndCashEquivalentsChanges,changeInWorkingCapital,stockBasedCompensation,otherNonCashItems,freeCashFlow,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,sellingAndMarketingExpenses,grossProfit,reconciledDepreciation,ebit,ebitda,depreciationAndAmortization,nonOperatingIncomeNetOther,operatingIncome,otherOperatingExpenses,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments,adjusted_close,10%DDret
2023-08-31,0.5476099211877005,-0.0067660595570591,,0.3457340164847405,0.5290342776647363,0.7849539140594574,,0.2835773052676568,0.0,0.0,0.1257448756779601,,0.4,0.0,-0.5527583386349177,-1.106343262852635,1.2668574522391522,-0.0462639374271925,1.918502995972627,1.1751580513201934,0.7381508751818703,0.2550539904197451,0.0057207843677844,0.9906912864336944,-0.0427926978371769,,,-0.5,1.0739668333772046,-0.3282741355030512,1.9155080213903743,1.610175370977067,,,,0.0479289940828402,,,,,,,0.2238777459407832,,0.4339320312090904,0.7925098157656297,-0.4743666169895678,-0.226305009000062,-0.4586046926576858,,,,0.9077040427154844,0.5476099211877005,-0.5527583386349177,,0.1520488626910032,,-1.11744299819136,0.4307988682198543,-0.3290488431876606,-0.2443093453979923,,-1.6701837985023826,,-1.2454545454545454,,-0.3013619717730321,-0.3892115212222785,-0.5689675332267997,0.6854442694338924,,1.499119295436349,1.482571649883811,-5.762845849802371,-0.3754927356684311,,,-0.1631356625953698,,1.7285714285714286,,,,,-0.662358907246851,0.9851190476190476,0.1025335320417287,0.2654190827622562,,,0.9316001534919416,,0.0313379078265899,,1.740995804638645,0.5024819855884708,1.4108237803252466,1.623527081889296,1.499119295436349,,0.9187441784011836,2.134549366598975,-0.1755241345685031,-0.1544235924932976,-0.3817142857142857,0.2319327731092437,,,,0.4530545305453055,1.956093413445188,2.005940119760479,2.0131538768703168,-0.072992700729927,,-0.137701804368471,-0.1010714285714285,,22.2763,-0.0492137383676822
2023-05-31,0.3586473827398259,0.0030683293340151,,-0.4250389841835598,0.4160666771012678,0.5037647669739063,0.2765399737876802,0.5938668661181751,0.0,0.0,0.0148482073677537,,0.4,-0.0421013412816691,-0.5824956829955467,-1.1245208386573482,1.1428571428571428,-0.5262106839740389,1.8602861726858977,1.0544812197843063,0.6242229178607646,0.2023625882926037,-0.0390116138815177,0.5359377384404089,-0.3471900164425144,,0.9857028573772846,0.0,0.8023163990523822,-0.2838366452824284,1.293964858670741,1.3997301984968202,,,,0.065680473372781,,0.032258064516129,,-0.8801585871328167,,,0.1940783190066857,,0.3734827459810441,0.3128964059196617,-0.453204172876304,-0.2461672149463099,-0.5373806762423053,,,,0.7993897787948131,0.3586473827398259,-0.5824956829955467,,0.1096708594344385,,-1.2126782696356035,0.1093251459875985,-0.7886107969151671,-0.3444083133041142,,-0.185500340367597,,-1.2454545454545454,,-0.3013619717730321,-0.3892115212222785,-0.5689675332267997,0.6854442694338924,,1.499119295436349,1.2842757552285051,-0.2450592885375494,-0.3754927356684311,,,-0.1631356625953698,,1.7285714285714286,,,,,-0.662358907246851,0.9851190476190476,0.1025335320417287,0.2654190827622562,,,3.441193399846508,,1.987117806346452,,1.740995804638645,1.567013610888711,5.532657957877899,6.77631448658283,8.261649319455564,,4.402827242342886,-2.987900106372692,2.415407118478791,-0.1694369973190348,0.3611428571428571,-0.7316526610644257,,,,2.7384173841738417,1.956093413445188,-1.6357365269461075,2.0131538768703168,-7.536496350364963,,0.4332383665716999,0.4332142857142857,,20.1374,0.0517743104869546
2023-02-28,0.4899077251012032,-0.0030683293340151,,-2.7765649365114724,0.705744247926123,-0.0016227443853044,0.418086500655308,3.152900950956299,0.0,0.0,-0.1793336620412763,,0.4,0.905365126676602,-0.4148323184586022,-1.0220330885212388,1.5795189109753267,,1.9905373105006383,1.980104127928598,1.5086636391693489,0.3767151091986685,-0.0705103904607643,0.5353273309934381,-0.1702854251865592,,0.9008840844290372,1.5,0.8370623848381153,-0.254420278516664,1.1017570664629488,1.6462516862593948,,,,0.0526627218934911,,0.032258064516129,,-1.0871628521655554,,,-2.498567335243553,,0.432633397915903,-0.1787979462398067,-0.4391952309985097,-0.1980013655266588,-0.5065126237844589,,-1.4199368056263375,,0.821764556318332,0.4899077251012032,-0.4148323184586022,,0.1096139762085907,,-1.5067453375633766,0.2557341520679068,-0.3290488431876606,-0.5972006220839814,,-5.370660313138189,,-10.527912932138284,,-6.433773608196519,2.694937054215224,-0.3892115212222785,0.5809320856110441,,0.499919935948759,1.346243222308288,-160.95652173913044,0.9003266133573601,,,0.8374210026523462,,1.4926910299003322,,,,,-0.1123834451169638,1.568452380952381,0.3385991058122206,0.2103321033210332,,,0.6787221795855718,,0.6191865814864475,,0.491569698408929,0.5678142514011209,0.7917888563049853,0.7519556391721952,0.1674939951961569,,0.5053969645498877,0.8030775553621506,-0.7927840078010726,-0.4450402144772118,-0.8457142857142858,0.6868347338935574,,,,0.2423124231242312,0.644428069379889,0.7596646706586826,0.69566783329027,-1.3594890510948905,,0.0301994301994302,0.0114285714285714,,19.5492,0.0834202934135412
2022-11-30,2.0031412731505287,-0.0475984422327996,,1.4239251503675652,2.598920018782282,-1.029404128261716,0.5787305747987268,10.064536809488192,0.0,0.0,-0.3101782066633796,,0.4,0.8431445603576752,2.461837680632555,0.7363918178686903,4.599211075875938,-1.3669495756365453,-0.4361022887266297,3.736147266641874,3.183898417177373,0.4785662093042137,-0.8217251955750078,-18.21913627346253,3.5527214469412707,,0.8696436996164181,,1.0181626743879968,-2.578626193084024,1.935676088617265,1.344999036423203,,,,0.014792899408284,,0.032258064516129,,-1.226647443983901,,,-2.7262655205348616,,0.2781379274231554,0.0851706433101781,-1.5460506706408346,-0.0117931847805846,-0.5439825140512089,,-0.8760574864947508,,0.8436308161708619,2.0031412731505287,2.461837680632555,,0.0255690100185581,,-1.7824295075162333,-0.4480163746914695,-4.596401028277635,-0.6107733634949809,,-3.67358747447243,,3.148911651728553,,1.7568201456610295,1.8999103558483064,2.694937054215224,-0.0898730658760307,,0.4627702161729383,0.6615027110766848,-6.16205533596838,-1.6188759995494988,,,1.7094862307213727,,0.955813953488372,,,,,-1.9177163422214951,1.074404761904762,0.4351713859910581,-0.5308381655245124,,,0.9567344589409056,,0.4297920445881641,,0.5211747011794506,0.5306645316253003,1.1884830711810184,1.1490246559065254,0.4986389111289031,-2.4819277108433737,0.8315160813106132,0.723854076008123,-0.8639687957094101,0.4182305630026809,-1.012571428571429,0.8504201680672269,,,,0.902419024190242,0.6194422401088312,0.5871137724550898,0.6494413517174422,-1.4306569343065694,,0.2752136752136752,0.2867857142857143,,20.4848,-0.0783117238147308
2022-08-31,1.4569337060478855,-0.0832382675740529,,1.0710625974604588,0.6312411958052904,3.60255744515124,0.4345628159520689,3.644406453680949,0.0,612200000.0,1.7505951961682045,0.0380200105318588,0.4,0.4731743666169896,1.7202944651458694,0.2831079654670503,1.4654807022971614,0.6506906307205857,-0.5353131855538457,1.498512458162886,1.0682950487191922,0.0030445725420151,-0.586759485818658,-18.26278040592096,2.354441586913445,,1.6210334146991856,,0.4590681758357463,-2.531372242215616,0.9929717341482048,1.4068221237232608,,,,0.014792899408284,,0.032258064516129,,0.9702048417132216,,,0.7025787965616046,,0.2615908257841546,0.1643008154636061,-1.5235469448584202,0.0117931847805846,-0.5119546792755821,,-0.8425236978901234,,0.5664886854818205,1.4569337060478855,1.7202944651458694,,0.0270479738905993,,0.3780947015744063,2.421768707482993,-0.7197943444730077,-0.1883217870776191,0.2622122403144301,-0.0915588835942818,0.0246191100797094,0.0807938540332906,-0.3424626527840652,0.3033370365798461,1.7932727910511752,1.8999103558483064,0.3554155471138701,,0.4006405124099279,-0.0356312935708752,-0.0237154150197628,-0.966550287194504,-1.304812834224599,,-0.1275090867415436,0.502127659574468,0.5617940199335548,,,,,-0.816783903157206,0.7470238095238095,-0.2885245901639344,0.2588297311544544,,,0.8870874904067536,,0.3831006651418356,,0.4284809625583788,0.4685348278622898,-0.4356171687549987,-0.0877314585602535,0.4006405124099279,0.0,0.718864719741384,0.6844961802533605,-0.8103364212579229,0.3806970509383378,-0.8868571428571429,0.7271708683473389,,,,0.8737187371873719,0.5660469334542569,0.5445748502994012,0.6123599464449299,0.7390510948905109,,0.1502374169040835,0.1696428571428571,,20.0798,-0.0316238209543918
2022-05-31,1.25720108822677,-0.1256441524723653,,-0.2432613054132323,0.5460557207700736,3.191808386342984,0.2417150346377083,3.0554546425900204,0.0,0.0,1.5996900753680354,0.1054239073196419,0.4,1.1263040238450075,1.589930019085704,0.2034199620004222,1.2599272952277825,,-0.3850234111522216,1.481591669765712,1.067236894316829,0.0234229114232361,-0.9553709894199952,-0.2566763314512437,1.859985665500232,,0.3232138827921478,,-0.4506449065543564,-2.4863088718510404,0.4637127578304049,1.3335902871458856,,,,0.0159763313609467,,0.032258064516129,,0.8093350153180753,,,-2.09207258834766,,0.2835000261821228,0.3841739655693144,-1.5020864381520118,0.2191049593445472,-0.4098046212864662,,-0.8188767709713587,,0.4429188914314772,1.25720108822677,1.589930019085704,,0.0358079906711509,,0.2273549381800931,2.0574318222864365,-0.7197943444730077,-0.895800933125972,-0.8229459105371514,-0.517358747447243,0.0395520129149429,-0.0021766965428937,0.5502489814395655,0.5900506110356746,1.5508438242974627,1.7932727910511752,0.970073195589734,,1.577902321857486,-0.0945003872966692,0.3873517786561264,-0.5444306791305327,0.2839086047642197,,-0.1611709617210779,-0.0697872340425531,1.670764119601329,,,,,-0.5462129887125797,1.1875,-0.6581222056631892,0.6931997891407485,,,1.208269378357636,,1.8308489102715777,,1.647827119449062,1.6457966373098478,1.6622234070914423,1.6898702841865532,1.10968775020016,,1.2209741931948934,1.948203752054927,-0.3315455875182838,0.6584450402144773,0.2354285714285714,-0.373109243697479,,,,1.08610086100861,1.788334655934701,1.8635688622754487,1.8182885866629084,-2.281021897810219,,0.6877492877492878,0.675,,22.1977,-0.1040918653734396
2022-02-28,1.2209268625599503,-0.1449982298099996,,-2.2499443083092,0.9173970887462828,1.833895884720239,0.2151282531361168,3.424511165722833,0.0,0.0,1.3702331478481369,-0.0380200105318588,0.4,0.9761549925484352,1.3637371625920205,0.065154831612982,1.5298321602598808,,-0.2239939753118758,1.476013387876534,1.073233102596887,-0.0030445725420151,-1.8408519143950093,0.5969784831374942,1.5970740756355664,,1.487702816352485,,-0.5001316135825217,-2.439054920982632,0.2424751718869366,1.7444594334168433,,,,0.0491124260355029,,0.032258064516129,,0.5647263771250075,0.031044014458856,,0.836676217765043,,0.3734827459810441,-0.1214134702506795,-1.4795827123695977,0.0676556390044069,0.0476848960656615,,-0.1633880338395678,,0.61581489956776,1.2209268625599503,1.3637371625920205,,0.1153591820192123,,-0.2162066000533697,0.8202998013364637,-0.9665809768637532,0.1764456383429944,-0.1675088901366273,-3.8784887678692974,-0.0189688225204318,0.0021766965428937,-2.399954730647352,0.4748384973048595,1.3629808629223994,1.5508438242974627,0.4858704716019642,0.0,0.343634907926341,0.5019364833462432,0.3320158102766798,0.5728122536321658,1.3067574137092854,0.0,-0.1417859130947313,1.028936170212766,0.1843853820598006,,,,,-0.693440209389825,0.6220238095238095,-1.871833084947839,0.5940959409594095,,,1.1627973906369915,,-0.1794042642690012,,0.4124119369904219,0.4115292233787029,1.4068248467075446,1.3539954450935736,0.6369895916733387,,1.0110130951728673,0.5197393869064887,-0.6328620185275475,0.7163538873994638,-0.4708571428571428,0.3193277310924369,,,,1.130381303813038,0.4445414352114272,0.38562874251497,0.4508804484845637,-0.9653284671532848,,0.5772079772079772,0.5710714285714286,,21.1016,0.0967414793191037
2021-11-30,1.1510335349606873,-0.18079540537351,,0.7698819336155046,1.1236108937235874,0.9071141113851746,-0.2151282531361168,0.3466182284432097,0.0,0.0,1.157343100655068,0.4380200105318588,0.4,0.7194485842026825,1.1885122239389256,-0.0419550893878956,0.9808028463144868,0.5847894824430022,0.0046167447038407,0.0635924135366307,-0.24381641021119,0.0408378663635625,-2.300099941413654,0.3351136883869983,1.6082887136894473,,-0.0234046481097823,,-0.0073703606212161,0.0,0.7625668449197861,1.4812873386008865,,,,0.1627218934911242,,0.032258064516129,,0.337778578722893,-0.1069530087178396,,0.5734479465138491,,0.28961617007907,0.3346421020839625,-0.3180327868852459,0.9140338898888958,1.3094388437862432,,0.1633880338395678,,0.1779811848461734,1.1510335349606873,1.1885122239389256,,0.0909562781305327,,0.3178462359533904,0.0,-0.93573264781491,0.0361939770959988,1.1295152536028448,0.0435670524166099,-1.313691857532035,-0.8160051216389245,-0.3017202354006337,-0.2325638810023454,1.5101531745722414,1.3629808629223994,0.3274344482534976,0.0,0.2244995996797437,-0.0526723470178156,0.375494071146245,-2.283365243833765,-0.8400583373845406,0.0,-0.1348439700055666,0.1829787234042553,0.2096345514950166,,,,,-0.907410436774088,0.6577380952380952,-0.7785394932935916,0.3587243015287296,,,1.0075786646201077,,0.1268238820096222,,0.290350668883084,0.2923939151321056,1.3007198080511864,1.1476383800376275,0.2244995996797437,1.891566265060241,0.8692126458824174,0.3798351223285949,-0.6006825938566553,0.1769436997319035,-0.3954285714285714,0.2453781512605042,,,,0.7179171791717918,0.2960095227298492,0.3110898203592814,0.2940048074288086,1.0145985401459854,,0.4613485280151946,0.4617857142857143,,25.3666,-0.0951999873849865
2021-08-31,0.9297233622841544,-0.226584320050352,,0.5417687680997995,1.0293081859445925,0.4517071270933402,-0.5394120951132747,0.3209744630836628,0.0,0.0,0.9652461787701628,0.3984202211690363,0.3819209039548022,0.6017138599105812,1.3257838771244206,0.0419550893878956,0.7385567329259803,0.6147445498419039,0.0726564290625716,0.2930457419114912,-0.0154314183677968,0.1596573841032719,-2.306992452700141,0.0,1.2782579366752391,,-0.0832598305675781,,-0.6675440905501447,0.6678141135972461,-0.7405653170359052,0.6920793987280787,,,,0.1639053254437869,,-0.2580645161290322,,0.1329969363849342,-0.1069530087178396,,0.4527220630372492,,0.205665811383987,0.0314104500151011,0.0,1.0823660852833468,1.4437059505754304,,0.1633880338395678,,0.1271294177472667,0.9297233622841544,1.3257838771244206,0.9122302960989692,0.0597273871401247,,0.3179055356242772,-0.0095117693094937,-1.0591259640102828,0.5400820019793581,0.6133258469024893,0.3468345813478556,0.0189688225204318,0.0600512163892445,-0.5049796287913083,1.190799489774925,0.9832014654870016,1.5101531745722414,1.1309181877142591,0.0,0.144435548438751,-0.0046475600309837,0.0039525691699604,0.4133348350039418,1.7170636849781236,0.0,-0.1353678902387111,0.3693617021276595,-0.3538205980066445,,,,,0.8831997382627188,0.6815476190476191,-0.5019374068554396,1.7250922509225093,,,0.763142747505756,,0.1135736256802587,,0.2008232407187524,0.2123298638911128,-0.4124233537723273,-0.1497177938409743,0.144435548438751,0.0,0.6200208207769438,0.35029252490088,-0.6201852754753778,0.1973190348525469,-0.4411428571428571,0.2901960784313726,,,,0.7334973349733497,0.2455163813626573,0.2990179640718562,0.2596794525481721,0.4872262773722627,,-0.0301994301994302,0.0,,21.7979,-0.0108680193963638
2021-05-31,0.7194076456344717,-0.2519177058337595,,-0.3635553575406549,0.9115667553607764,0.1122290016876541,-0.7779442052050178,0.1869857890800299,0.0,0.0,0.8404874269211805,0.4984728804634017,0.3887005649717514,0.1747391952309985,0.8342815595746614,-0.2584860168220353,0.5123984840281538,0.1923780995173905,0.5212992370911234,0.2781703235403496,-0.0104933644901018,0.1633514654542502,-2.32422373091636,0.2746833511368838,0.7632277920654328,,-0.1303563003835818,,0.1116083179784153,0.7200751056172743,-0.4569900687547746,0.4332241279629986,,,,-0.014792899408284,,0.032258064516129,,0.0,-0.1069530087178396,,0.4156638013371537,,0.2259412473163324,-0.0314104500151011,0.0248882265275707,1.3584507479361927,1.5013382103666697,,0.1633880338395678,,0.0,0.7194076456344717,0.8342815595746614,0.9374468263155692,0.0853248387716067,,0.1724434429388917,-0.3008849557522124,-1.2236503856041132,-0.5655308921249823,-0.4789444132509826,-0.3185840707964602,0.034708909292705,0.0498079385403329,0.6874151199637846,0.8300209850635724,0.6271193046731885,0.9832014654870016,1.0944130454924488,0.0,1.2384307445956766,0.2006196746707978,0.0,0.1277170852573488,-1.0636849781234807,0.0,-0.1458462949016012,-0.4323404255319149,1.003654485049834,,,,,0.1150008179290037,0.4077380952380952,-0.7630402384500745,1.1346863468634687,,,1.1119531849577895,,1.451534032652417,,1.367608644027547,1.3063250600480385,1.5843774993335111,1.6718486978908802,1.2384307445956766,,1.060982959837817,1.4531839280533798,-0.1911262798634812,0.542627345844504,0.5645714285714286,-0.6957983193277311,,,,0.997539975399754,1.325598004761365,1.5179880239520958,1.2899725177929673,0.927007299270073,,0.5380816714150047,0.275,,13.7098,0.5900794265359853
