,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31
date,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31
filing_date,2023-09-30,2023-06-30,2023-05-16,2023-03-02,2022-09-30,2022-06-30,2022-05-16,2021-12-31,2021-09-30,2021-06-30,2021-05-17,2020-12-31,2020-09-30,2020-06-30,2020-06-15,2019-12-31,2019-09-30,2019-06-30,2019-05-01,2018-12-31,2018-09-30,2018-07-02,2018-05-16,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-05-02,2015-12-31,2015-09-30,2015-06-30,2015-04-30,2014-12-31,2014-09-30,2014-06-30,2014-04-30,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31
currency_symbol,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN,PEN
preferredStockTotalEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retainedEarningsTotalEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accumulatedAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrrentAssetsOther,1779683000.00,1769213000.00,1688521000.00,1788624000.00,1814349000.00,1701644000.00,1615181000.00,1615181000.00,1851112000.00,1766270000.00,1727297000.00,1727297000.00,1766254000.00,1739996000.00,1679843000.00,1679843000.00,1834312000.00,1773373000.00,2196292000.00,2196292000.00,2517904000.00,2264551000.00,1827324000.00,2264551000.00,1836939000.00,1781036000.00,1685687000.00,1827324000.00,1118141000.00,838663000.00,804602000.00,804602000.00,756108000.00,740250000.00,706202000.00,706202000.00,690673000.00,728892000.00,667013000.00,667013000.00,650604000.00,617509000.00,511412000.00,429471000.00,,,
deferredLongTermAssetCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrentAssetsTotal,3171323000.00,3201518000.00,3119607000.00,3250853000.00,3231379000.00,3100036000.00,3015708000.00,3015708000.00,3351907000.00,3274529000.00,3287413000.00,3287413000.00,3380900000.00,3320339000.00,3333795000.00,3333795000.00,3902913000.00,3765987000.00,4197142000.00,4197142000.00,4759669000.00,4775724000.00,4717976000.00,4775724000.00,4052068000.00,4098118000.00,4240194000.00,4717976000.00,4563099000.00,3994047000.00,3738248000.00,3738248000.00,3251852000.00,3233180000.00,3094151000.00,3094151000.00,2701679000.00,2594498000.00,2412822000.00,2412822000.00,2350365000.00,2234145000.00,2080042000.00,1981196000.00,,,
capitalLeaseObligations,51329000.00,48287000.00,54635000.00,59920000.00,66342000.00,64684000.00,69419000.00,70343000.00,117263000.00,120595000.00,121624000.00,125117000.00,131508000.00,90996000.00,99281000.00,103196000.00,106639000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
longTermDebtTotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrentLiabilitiesOther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrentLiabilitiesTotal,1940937000.00,1941055000.00,1926586000.00,1967199000.00,1945831000.00,2141750000.00,2099589000.00,2099589000.00,1978971000.00,1954604000.00,1920521000.00,1920521000.00,1991700000.00,1906102000.00,1847533000.00,1847533000.00,1952695000.00,1781706000.00,2048851000.00,2048851000.00,2371024000.00,2529407000.00,2019933000.00,2529407000.00,2399997000.00,2264381000.00,2651622000.00,2019933000.00,2511190000.00,2020983000.00,1716489000.00,1716489000.00,1611022000.00,1223255000.00,753847000.00,753847000.00,692773000.00,649801000.00,699711000.00,699711000.00,628720000.00,1047873000.00,801254000.00,597621000.00,,,
negativeGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warrants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preferredStockRedeemable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capitalSurpluse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liabilitiesAndStockholdersEquity,6050102000.00,6006339000.00,5946815000.00,5965161000.00,6080181000.00,5963293000.00,5900572000.00,5900572000.00,6367928000.00,6183345000.00,6156656000.00,6062776000.00,6106941000.00,6115452000.00,6404464000.00,6404464000.00,7333657000.00,7220420000.00,7430396000.00,7430396000.00,8156162000.00,8667670000.00,9046636000.00,8667670000.00,9481336000.00,9006390000.00,9475365000.00,9046636000.00,9719085000.00,8904745000.00,8991811000.00,8991811000.00,8358416000.00,8229341000.00,7729899000.00,7729899000.00,7147150000.00,6820795000.00,6312876000.00,6312876000.00,6306227000.00,5343331000.00,4932105000.00,4992626000.00,,,
cashAndShortTermInvestments,625903000.00,540408000.00,501090000.00,490117000.00,510396000.00,557173000.00,370398000.00,370398000.00,464657000.00,330886000.00,399153000.00,,324408000.00,425255000.00,396539000.00,,800692000.00,791747000.00,801140000.00,801140000.00,545274000.00,626361000.00,607302000.00,626361000.00,849050000.00,572677000.00,521757000.00,607302000.00,697012000.00,566181000.00,557155000.00,557155000.00,733552000.00,723457000.00,825507000.00,825507000.00,897259000.00,914734000.00,959415000.00,959415000.00,1064887000.00,424966000.00,659103000.00,785119000.00,,,
propertyPlantAndEquipmentGross,,,,,,,,,,434434000.00,469987000.00,469987000.00,,475007000.00,497391000.00,522683000.00,,449213000.00,459900000.00,470554000.00,,592520000.00,828244000.00,865735000.00,,973498000.00,1104289000.00,1113599000.00,,1111665000.00,1111365000.00,1111757000.00,,1187453000.00,1157179000.00,1148651000.00,,1008930000.00,944315000.00,952596000.00,,920435000.00,918621000.00,938093000.00,,,
propertyPlantAndEquipmentNet,345186000.00,324948000.00,336179000.00,333382000.00,341210000.00,337246000.00,350887000.00,350887000.00,417051000.00,434434000.00,469987000.00,,484996000.00,475007000.00,522683000.00,,513019000.00,449213000.00,470554000.00,470554000.00,567254000.00,865735000.00,1113599000.00,865735000.00,910959000.00,973498000.00,1104289000.00,1113599000.00,1135611000.00,1111665000.00,1111757000.00,1111757000.00,1166814000.00,1187453000.00,1148651000.00,1148651000.00,1072334000.00,1008930000.00,952596000.00,952596000.00,962644000.00,920435000.00,918621000.00,938093000.00,,,
accumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netWorkingCapital,126654000.00,36590000.00,22843000.00,165797000.00,164246000.00,798867000.00,377241000.00,564707000.00,83945000.00,194594000.00,255345000.00,322284000.00,349013000.00,303868000.00,430116000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netInvestedCapital,2850672000.00,2756750000.00,2779588000.00,2759365000.00,2950048000.00,3226200000.00,2838489000.00,2993731000.00,3038736000.00,2885555000.00,2915303000.00,3078712000.00,3076564000.00,3037808000.00,3043061000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commonStockSharesOutstanding,79798665.00,79798665.00,65592247.00,65592247.00,65592247.00,65592247.00,58127857.00,58127857.00,58127857.00,58127857.00,58127857.00,174383571.00,58127857.00,58127857.00,58127857.00,174383571.00,58127857.00,58127857.00,37900000.00,37900000.00,37900000.00,45539421.00,44474731.00,45539421.00,45539421.00,45539421.00,44474731.00,44474731.00,44474731.00,44474731.00,44678131.00,44678131.00,44678131.00,44678131.00,43920941.00,43920941.00,43920941.00,43920941.00,44521654.00,44521654.00,44521654.00,44521654.00,37657112.00,6588289.00,6588289.00,6588289.00,6588289.00
investments,-22296000.00,-37155000.00,-52055000.00,-79510000.00,-66978000.00,-43392000.00,-15407000.00,-40489000.00,-26487000.00,-9816000.00,-3898000.00,-9876000.00,-7157000.00,-13229000.00,-34471000.00,-23301000.00,-35048000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changeToLiabilities,,,,,120274000.00,-6896000.00,-111902000.00,0.00,-88600000.00,15695000.00,11145000.00,127557000.00,5118000.00,-166850000.00,-7887000.00,-52653000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalCashflowsFromInvestingActivities,,,,,-66978000.00,-43392000.00,-15407000.00,-15407000.00,-26487000.00,-9816000.00,-3898000.00,-9876000.00,-7157000.00,-13229000.00,-34471000.00,-23301000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netBorrowings,,,,,-15476000.00,336132000.00,-60865000.00,-60865000.00,174275000.00,-26076000.00,-60913000.00,28135000.00,-62277000.00,-19256000.00,-74102000.00,35031000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalCashFromFinancingActivities,-88370000.00,-32204000.00,-71468000.00,-71468000.00,-43946000.00,309805000.00,-88348000.00,-88348000.00,152951000.00,-39105000.00,-3498000.00,-3498000.00,-64273000.00,-34744000.00,17361000.00,16606000.00,-14731000.00,-126195000.00,8706000.00,8706000.00,-193783000.00,-197762000.00,-114668000.00,-197762000.00,-31134000.00,-408713000.00,-148448000.00,-114668000.00,85137000.00,-193252000.00,-95447000.00,-95447000.00,125281000.00,127717000.00,38543000.00,38543000.00,266743000.00,186972000.00,-171867000.00,-171867000.00,806291000.00,169056000.00,88656000.00,37357000.00,-23942000.00,-71811000.00,37581000.00
changeToOperatingActivities,,,,,-58882000.00,-118290000.00,-10648000.00,-10648000.00,7539000.00,64135000.00,5192000.00,-222934000.00,4964000.00,-36530000.00,123623000.00,-81735000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changeInCash,-2610000.00,65645000.00,-80696000.00,-80696000.00,-69195000.00,223208000.00,-62344000.00,-62344000.00,192643000.00,27724000.00,80089000.00,80089000.00,-126232000.00,-26999000.00,148278000.00,148278000.00,8958000.00,37363000.00,270809000.00,270809000.00,-118200000.00,-221666000.00,-97715000.00,-221666000.00,278349000.00,47947000.00,-85519000.00,-97715000.00,132875000.00,-24607000.00,-176517000.00,-176517000.00,10165000.00,-295731000.00,-78857000.00,-78857000.00,-17475000.00,49303000.00,-99409000.00,-99409000.00,639921000.00,-234137000.00,-127074000.00,224110000.00,180118000.00,-151398000.00,-130903000.00
beginPeriodCashFlow,891225000.00,825580000.00,998250000.00,998250000.00,1067445000.00,844237000.00,1019522000.00,1019522000.00,826879000.00,799155000.00,820079000.00,820079000.00,946311000.00,973310000.00,800700000.00,800700000.00,791742000.00,754379000.00,530212000.00,530212000.00,648412000.00,847726000.00,696269000.00,847726000.00,569377000.00,521430000.00,606949000.00,696269000.00,563394000.00,588001000.00,730519000.00,730519000.00,720354000.00,1016085000.00,897259000.00,897259000.00,914734000.00,865431000.00,1058824000.00,1058824000.00,418903000.00,653040000.00,780114000.00,556004000.00,375886000.00,527284000.00,658187000.00
endPeriodCashFlow,888615000.00,891225000.00,917554000.00,917554000.00,998250000.00,1067445000.00,957178000.00,957178000.00,1019522000.00,826879000.00,900168000.00,900168000.00,820079000.00,946311000.00,948978000.00,948978000.00,800700000.00,791742000.00,801021000.00,801021000.00,530212000.00,626060000.00,598554000.00,626060000.00,847726000.00,569377000.00,521430000.00,598554000.00,696269000.00,563394000.00,554002000.00,554002000.00,730519000.00,720354000.00,818402000.00,818402000.00,897259000.00,914734000.00,959415000.00,959415000.00,1058824000.00,418903000.00,653040000.00,780114000.00,556004000.00,375886000.00,527284000.00
totalCashFromOperatingActivities,101817000.00,131541000.00,94808000.00,94808000.00,27772000.00,-85437000.00,81830000.00,81830000.00,51607000.00,76856000.00,84832000.00,84832000.00,-78522000.00,31901000.00,164086000.00,164841000.00,60145000.00,218551000.00,191466000.00,191466000.00,85588000.00,-41791000.00,26772000.00,-41791000.00,174484000.00,251687000.00,71917000.00,26772000.00,131287000.00,223026000.00,298402000.00,298402000.00,-54310000.00,-369319000.00,192214000.00,192214000.00,-204542000.00,-30016000.00,165349000.00,165349000.00,-16992000.00,-362960000.00,-153076000.00,395426000.00,253397000.00,-18951000.00,-87143000.00
issuanceOfCapitalStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
depreciation,58230000.00,57217000.00,46075000.00,46075000.00,46028000.00,41666000.00,55350000.00,55350000.00,50288000.00,49856000.00,42794000.00,42794000.00,56415000.00,48468000.00,49800000.00,49800000.00,65222000.00,45429000.00,53902000.00,53902000.00,59284000.00,65918000.00,77901000.00,65918000.00,71669000.00,74893000.00,73871000.00,77901000.00,74162000.00,71248000.00,86763000.00,86763000.00,75689000.00,75802000.00,63413000.00,63413000.00,71055000.00,65795000.00,61396000.00,61396000.00,60204000.00,69806000.00,67733000.00,69250000.00,62448000.00,59179000.00,53626000.00
otherCashflowsFromInvestingActivities,,,,,5156000.00,3192000.00,742000.00,742000.00,2105000.00,1178000.00,656000.00,2746000.00,1431000.00,1043000.00,1390000.00,2112000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dividendsPaid,,,,,,,,,,,2318000000.00,,,,1517000000.00,,,,,,,,,,,,,,,,97696000.00,97696000.00,,104911000.00,75409000.00,75409000.00,,112127000.00,86986000.00,86986000.00,,,,86723000.00,,,
changeToInventory,-3542000.00,-1538000.00,62917000.00,62917000.00,-14373000.00,31112000.00,50023000.00,50023000.00,11384000.00,7451000.00,73063000.00,73063000.00,-1802000.00,-16044000.00,33197000.00,33197000.00,9512000.00,-43043000.00,94771000.00,94771000.00,114266000.00,138618000.00,100017000.00,138618000.00,43384000.00,20512000.00,77353000.00,100017000.00,-44884000.00,1934000.00,21776000.00,21776000.00,-197063000.00,-26724000.00,69645000.00,69645000.00,-16824000.00,-13010000.00,23103000.00,23103000.00,-23235000.00,-14966000.00,-5973000.00,-69651000.00,93591000.00,-166283000.00,-54300000.00
changeToAccountReceivables,-71526000.00,-34412000.00,-219220000.00,-219220000.00,-130784000.00,-112721000.00,52650000.00,52650000.00,40656000.00,-69630000.00,17196000.00,17196000.00,-203492000.00,241118000.00,229525000.00,229525000.00,-72190000.00,52633000.00,121433000.00,121433000.00,-203129000.00,-56116000.00,-216237000.00,-56116000.00,-243050000.00,88217000.00,-2177000.00,-216237000.00,45101000.00,11550000.00,102852000.00,102852000.00,45537000.00,-295329000.00,-144637000.00,-144637000.00,-178326000.00,-189066000.00,-299527000.00,-299527000.00,-104036000.00,-408901000.00,28684000.00,81468000.00,-60435000.00,-62801000.00,-8141000.00
salePurchaseOfStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherCashflowsFromFinancingActivities,15468000.00,19816000.00,-71468000.00,-71468000.00,-3451000.00,430105000.00,-88348000.00,-88348000.00,152951000.00,-39105000.00,2314502000.00,-3498000.00,-64273000.00,-34744000.00,1534361000.00,16606000.00,-14731000.00,-126195000.00,8706000.00,8706000.00,-193783000.00,-197762000.00,-114668000.00,-197762000.00,-31134000.00,-408713000.00,-148448000.00,-114668000.00,85137000.00,-193252000.00,2249000.00,2249000.00,125281000.00,232628000.00,111129000.00,111129000.00,269566000.00,299099000.00,-36505000.00,-36505000.00,-389503000.00,169056000.00,88656000.00,118330000.00,-23942000.00,-71811000.00,36149000.00
changeToNetincome,,,,,372286000.00,74271000.00,-10746000.00,-10746000.00,72229000.00,36249000.00,57399000.00,116348000.00,45623000.00,1090000.00,8860000.00,905617000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capitalExpenditures,38837000,47854000,86782000,86782000,75400000,47422000,41403000,41403000,30274000,12277000,16119000,16119000,7421000,17459000,38574000,38574000,25685000,58927000,34203000,34203000,26213000,50842000,44974000,50842000,47999000,53140000,69072000,44974000,57138000,56491000,47221000,47221000,36441000,78681000,84074000,84074000,84816000,111945000,50058000,50058000,57453000,52926000,59491000,100331000,42740000,65683000,83455000
changeReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cashFlowsOtherOperating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exchangeRateChanges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cashAndCashEquivalentsChanges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changeInWorkingCapital,-140452000.00,74938000.00,-60317000.00,-60317000.00,-83765000.00,-206795000.00,46630000.00,46630000.00,-29021000.00,17651000.00,-5118000.00,-5293000.00,-195212000.00,21694000.00,128901000.00,129656000.00,-67609000.00,152219000.00,137784000.00,137784000.00,-85043000.00,-138089000.00,23535000.00,-138089000.00,140005000.00,202360000.00,-23899000.00,23535000.00,53090000.00,177884000.00,270221000.00,270221000.00,-177265000.00,-406433000.00,-8476000.00,-8476000.00,-316779000.00,-95291000.00,-76597000.00,-76597000.00,-219436000.00,-495618000.00,-200920000.00,204748000.00,83952000.00,-131550000.00,-135056000.00
stockBasedCompensation,,,,,,,,,,,,,,,718993000.00,,,,-86504000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherNonCashItems,20864000.00,-49064000.00,97550000.00,97550000.00,321439000.00,61975000.00,15402000.00,15402000.00,48802000.00,16804000.00,54331000.00,45820000.00,29932000.00,-4102000.00,-6842000.00,51484000.00,-4091000.00,-40532000.00,65353000.00,65353000.00,-120806000.00,130129000.00,697731000.00,130129000.00,-230868000.00,-136134000.00,-105833000.00,697731000.00,-44462000.00,-91683000.00,-162275000.00,-162275000.00,36557000.00,-99570000.00,17112000.00,17112000.00,-107965000.00,-115413000.00,-19029000.00,-19029000.00,-13553000.00,-53140000.00,-143530000.00,-30279000.00,-22777000.00,-78306000.00,-113332000.00
freeCashFlow,62980000.00,83687000.00,8026000.00,8026000.00,-47628000.00,-132859000.00,40427000.00,40427000.00,21333000.00,64579000.00,68713000.00,68713000.00,-85943000.00,14442000.00,125512000.00,126267000.00,34460000.00,159624000.00,157263000.00,157263000.00,59375000.00,-92633000.00,-18202000.00,-92633000.00,126485000.00,198547000.00,2845000.00,-18202000.00,74149000.00,166535000.00,251181000.00,251181000.00,-90751000.00,-448000000.00,108140000.00,108140000.00,-289358000.00,-141961000.00,115291000.00,115291000.00,-74445000.00,-415886000.00,-212567000.00,295095000.00,210657000.00,-84634000.00,-170598000.00
researchDevelopment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effectOfAccountingCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incomeBeforeTax,163175000.00,48450000.00,11500000.00,11500000.00,-255930000.00,17717000.00,-3816000.00,-3816000.00,-18462000.00,-7455000.00,-7175000.00,-7175000.00,21427000.00,-30135000.00,-647059000.00,-647059000.00,69741000.00,66996000.00,-93767000.00,-93767000.00,232153000.00,-103311000.00,-772395000.00,-103311000.00,193678000.00,110568000.00,127778000.00,-772395000.00,48497000.00,65577000.00,103693000.00,103693000.00,10709000.00,60882000.00,120165000.00,120165000.00,149147000.00,114893000.00,199579000.00,199579000.00,155793000.00,115992000.00,123641000.00,151707000.00,129774000.00,131726000.00,107619000.00
minorityInterest,-16178000.00,-13592000.00,-11389000.00,-58000000.00,-15770000.00,-13649000.00,-11298000.00,-12883000.00,-6759000.00,315726000.00,318860000.00,328034000.00,326858000.00,321086000.00,343518000.00,398275000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sellingGeneralAdministrative,50768000.00,50378000.00,47400000.00,47400000.00,34901000.00,39048000.00,37092000.00,37092000.00,43979000.00,44104000.00,28367000.00,28367000.00,45017000.00,30028000.00,68277000.00,68277000.00,45690000.00,48623000.00,7374000.00,7374000.00,82765000.00,113873000.00,113536000.00,113873000.00,88849000.00,90578000.00,87794000.00,113536000.00,88921000.00,87820000.00,105680000.00,105680000.00,84317000.00,91752000.00,105409000.00,105409000.00,104310000.00,93667000.00,86155000.00,86155000.00,90382000.00,88042000.00,70970000.00,62936000.00,59231000.00,49765000.00,57429000.00
sellingAndMarketingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grossProfit,286788000.00,134286000.00,136887000.00,136887000.00,92206000.00,111916000.00,111041000.00,111041000.00,96001000.00,85432000.00,108065000.00,108065000.00,118840000.00,24875000.00,73895000.00,73895000.00,141531000.00,122038000.00,81039000.00,81039000.00,355302000.00,147350000.00,153361000.00,147350000.00,165509000.00,148754000.00,211174000.00,153361000.00,143441000.00,163191000.00,235125000.00,235125000.00,115542000.00,178665000.00,266092000.00,266092000.00,256854000.00,201435000.00,299672000.00,299672000.00,243275000.00,261902000.00,199812000.00,201533000.00,159927000.00,196319000.00,154287000.00
reconciledDepreciation,58230000.00,57217000.00,53222000.00,46075000.00,46028000.00,41666000.00,43254000.00,56224000.00,50288000.00,49856000.00,49813000.00,42794000.00,56415000.00,48468000.00,49448000.00,-1633000.00,65222000.00,45429000.00,42179000.00,53902000.00,59284000.00,58953000.00,65352000.00,65918000.00,71669000.00,74893000.00,73871000.00,77901000.00,74162000.00,71248000.00,64954000.00,86763000.00,75689000.00,75802000.00,68171000.00,63413000.00,71055000.00,65795000.00,59776000.00,61396000.00,60204000.00,69806000.00,67733000.00,69250000.00,62448000.00,59179000.00,53626000.00
ebit,244210000.00,80895000.00,84725000.00,84725000.00,61334000.00,76254000.00,54746000.00,54746000.00,51543000.00,22517000.00,44858000.00,-2472000.00,63921000.00,2952000.00,-299832000.00,-713207000.00,96203000.00,130896000.00,38397000.00,38397000.00,281380000.00,-73278000.00,-649685000.00,-73278000.00,90940000.00,58870000.00,147924000.00,-649685000.00,85177000.00,104858000.00,50167000.00,50167000.00,59480000.00,99027000.00,-125404000.00,-125404000.00,279283000.00,228428000.00,-90299000.00,-90299000.00,240949000.00,331612000.00,208147000.00,-137283000.00,193174000.00,266572000.00,150812000.00
ebitda,302440000.00,138112000.00,130800000.00,130800000.00,107362000.00,113774000.00,110096000.00,110096000.00,101831000.00,72373000.00,87652000.00,-16000.00,120336000.00,51420000.00,-250032000.00,-714840000.00,161425000.00,176325000.00,92299000.00,92299000.00,340664000.00,-7360000.00,-571784000.00,-7360000.00,162609000.00,133763000.00,221795000.00,-571784000.00,159339000.00,176106000.00,136930000.00,136930000.00,135169000.00,174829000.00,-61991000.00,-61991000.00,350338000.00,294223000.00,-28903000.00,-28903000.00,301153000.00,401418000.00,275880000.00,-68033000.00,255622000.00,325751000.00,204438000.00
depreciationAndAmortization,58230000.00,57217000.00,46075000.00,46075000.00,46028000.00,37520000.00,55350000.00,55350000.00,50288000.00,49856000.00,42794000.00,2456000.00,56415000.00,48468000.00,49800000.00,-1633000.00,65222000.00,45429000.00,53902000.00,53902000.00,59284000.00,65918000.00,77901000.00,65918000.00,71669000.00,74893000.00,73871000.00,77901000.00,74162000.00,71248000.00,86763000.00,86763000.00,75689000.00,75802000.00,63413000.00,63413000.00,71055000.00,65795000.00,61396000.00,61396000.00,60204000.00,69806000.00,67733000.00,69250000.00,62448000.00,59179000.00,53626000.00
nonOperatingIncomeNetOther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
operatingIncome,239787000.00,77794000.00,84725000.00,84725000.00,61334000.00,76254000.00,75522000.00,75522000.00,45787000.00,38201000.00,25468000.00,80858000.00,41687000.00,-8059000.00,-363898000.00,-65428000.00,87319000.00,109397000.00,-57617000.00,-57617000.00,270560000.00,-27135000.00,-2032000.00,-27135000.00,231557000.00,152227000.00,140775000.00,-2032000.00,76792000.00,74955000.00,156844000.00,156844000.00,28408000.00,92618000.00,154810000.00,154810000.00,144743000.00,111361000.00,212074000.00,212074000.00,155532000.00,174574000.00,131712000.00,160883000.00,118519000.00,145917000.00,105234000.00
otherOperatingExpenses,982543000.00,958247000.00,1117062000.00,1117062000.00,1027623000.00,976453000.00,1006424000.00,1006424000.00,933420000.00,941025000.00,1005245000.00,1010134000.00,790059000.00,486549000.00,1267748000.00,1317313000.00,1111501000.00,873871000.00,83442000.00,83442000.00,1232313000.00,1593243000.00,2169557000.00,1593243000.00,1544700000.00,1376000000.00,1304088000.00,2169557000.00,1397583000.00,1295929000.00,2093581000.00,2093581000.00,1828648000.00,1979783000.00,1958628000.00,1958628000.00,1668464000.00,1464461000.00,1540600000.00,1540600000.00,1407943000.00,1239216000.00,1136312000.00,1470666000.00,1236061000.00,1072241000.00,995812000.00
interestExpense,36912000.00,38539000.00,35034000.00,35034000.00,28332000.00,29223000.00,25719000.00,25719000.00,33163000.00,29777000.00,9450000.00,23527000.00,27997000.00,25643000.00,808000.00,25329000.00,26462000.00,63900000.00,43317000.00,43317000.00,49221000.00,16372000.00,9173000.00,16372000.00,47082000.00,46974000.00,45895000.00,9173000.00,40287000.00,35775000.00,53526000.00,53526000.00,48771000.00,38145000.00,297504000.00,297504000.00,130136000.00,113535000.00,330577000.00,330577000.00,85041000.00,215565000.00,84457000.00,192955000.00,62975000.00,134151000.00,43820000.00
taxProvision,91858000.00,40032000.00,32381000.00,77200000.00,35077000.00,-1353000.00,18945000.00,12632000.00,16668000.00,9972000.00,10502000.00,43161000.00,5813000.00,6693000.00,2290000.00,231787000.00,33366000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interestIncome,8287000.00,6768000.00,6419000.00,5860000.00,4199000.00,3083000.00,735000.00,4950000.00,364000.00,202000.00,257000.00,21727000.00,7311000.00,3212000.00,3438000.00,11437000.00,8514000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netInterestIncome,-31747000.00,-37576000.00,-35076000.00,-37655000.00,-30112000.00,-31987000.00,-80077000.00,-93175000.00,-61567000.00,-34965000.00,-66581000.00,-17686000.00,-20686000.00,-22431000.00,-45127000.00,-22390000.00,-17948000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extraordinaryItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonRecurring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
