,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-09-30,2000-06-30,2000-03-31,1999-12-31,1999-09-30,1999-06-30,1999-03-31,1998-12-31,1998-09-30,1998-06-30,1998-03-31,1997-12-31,1997-09-30,1997-06-30,1997-03-31,1996-12-31,1996-09-30,1996-06-30,1996-03-31,1995-12-31,1995-09-30,1995-06-30,1995-03-31,1994-12-31,1994-09-30,1994-06-30,1994-03-31
currentDeferredRevenue,,,,,,,,-160000000.00,,,-238000000.00,-92000000.00,-20000000.00,,-242000000.00,-89000000.00,-248000000.00,-54000000.00,-71000000.00,2790000.00,1079000.00,1845000.00,1710000.00,14000.00,1452000.00,1794000.00,1650000.00,1823000.00,-47000000.00,308953000.00,424798000.00,-17999813.00,656488000.00,772333000.00,888178000.00,1004023000.00,1119868000.00,1235713000.00,1351558000.00,1467403000.00,1583248000.00,1699093000.00,1814938000.00,1930783000.00,2047000.00,2162000.00,2278000.00,2394163.00,2510000.00,9001000.00,9173000.00,9345754000.00,9518000.00,9690000.00,9862917.00,10035304.00,10207692000.00,10380079000.00,,10724854000.00,-67539754.00,-344776000.00,-172388000.00,-689550000.00,,,,-689550000.00,,,,-689550000.00,,,,-307936000.00,13656860000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netDebt,2225984000.00,2135831000.00,2024644000.00,1912255000.00,1612726000.00,1911658000.00,1823011000.00,1644377000.00,1435473000.00,1350135000.00,1356993000.00,1212162000.00,1131586000.00,750699000.00,950308000.00,856696000.00,919225000.00,730273000.00,749339000.00,666454000.00,662096000.00,600559000.00,553677000.00,468756000.00,459365000.00,429485000.00,412994000.00,367527000.00,423470000.00,383044000.00,346010536.00,316872000.00,307916000.00,315126000.00,275260000.00,216363000.00,222782000.00,179670000.00,163154000.00,143861000.00,183966000.00,155083000.00,124327000.00,159636000.00,123869000.00,105610000.00,82860000.00,117295292.00,108205000.00,95278000.00,95106000.00,99313753.00,80120000.00,74917000.00,103803145.00,103864127.00,104686000.00,104026000.00,101038141.00,99900020.00,29041000.00,47569263.00,40571254.00,36255361.00,30003646.00,73116122.00,70627123.00,68327517.00,64399729.00,61610689.00,62090792.00,62507380.00,63161267.00,10569023.00,8841117.00,92421165.00,33683856.00,30201288.00,26682105.00,83032288.00,39265901.00,37257030.00,37473189.00,114188798.00,20565696.00,18996762.00,19554767.00,104625910.00,36057353.00,36005611.00,35288619.00,86358930.00,83910576.00,82463030.00,26900477.00,79030562.00,91000000.00,89900000.00,86000000.00,75463367.00,81500000.00,70400000.00,67900000.00,57809074.00,58300000.00,56500000.00,88400000.00,76985992.00,86700000.00,83600000.00,79100000.00,73600000.00,56600000.00,55800000.00,54200000.00,54300000.00,54300000.00,54400000.00,
shortTermDebt,1836729000.00,1840899000.00,1840453000.00,1840018000.00,1863213000.00,71824000.00,32249000.00,160000000.00,32607000.00,32782000.00,238000000.00,92000000.00,20000000.00,,242000000.00,89000000.00,248000000.00,54000000.00,71000000.00,19000000.00,61537000.00,14000000.00,76000000.00,14000000.00,326570000.00,48000000.00,29000000.00,14000000.00,47000000.00,98000000.00,60000000.00,18000000.00,27000000.00,15000000.00,79500000.00,15000000.00,16500000.00,43364000.00,15988000.00,9500000.00,40000000.00,-1701239753.00,-1817062176.00,43530005000.00,54840000.00,44434000.00,30385000.00,56443898.00,43385000.00,27329000.00,26130000.00,28380254000.00,7897397.00,3976896.00,29000000.00,29000000.00,-10207692000.00,-10380079000.00,,-10724854000.00,29200000.00,47750000.00,172388000.00,689550000.00,,,,689550000.00,,,,689550000.00,52151161.00,,,307936000.00,-13656860000.00,,,,,,,,,,,,,,,,51957498.00,52289476.00,,,,12700000.00,8900000.00,41299294.00,,,6500000.00,50954026.00,,,,,,,,,,,,,,,
shortLongTermDebt,,,,,,,,160000000.00,,,238000000.00,92000000.00,,,,,,,,,,645205000.00,555907000.00,519805000.00,486159000.00,435197000.00,416698000.00,402916000.00,,,,320243000.00,,,,224145546.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shortLongTermDebtTotal,2232368000.00,2143899000.00,2036453000.00,1940018000.00,1863213000.00,1937925000.00,1847899000.00,1687629000.00,1527354000.00,1527181000.00,1364362000.00,1218299000.00,1146301000.00,780040000.00,1022399000.00,872299000.00,928578000.00,735793000.00,771664000.00,720409000.00,678907000.00,617370000.00,555907000.00,519563000.00,484875000.00,433658000.00,415294000.00,400922000.00,434961000.00,387079000.00,349721909.00,319584000.00,329296000.00,317997000.00,283179000.00,221762000.00,224185000.00,181293000.00,163980000.00,158398000.00,189790000.00,156308000.00,125526000.00,160906000.00,124412000.00,106228000.00,83325000.00,119297955.00,109092000.00,96130000.00,95905000.00,99907034.00,80457000.00,75275000.00,104368443.00,104552802.00,105048000.00,104291000.00,101300430.00,100568697.00,29200000.00,47750000.00,40750000.00,36800000.00,30150000.00,73277756.00,70795435.00,68791247.00,64564021.00,61826615.00,62329192.00,68221920.00,63351161.00,10800000.00,9000000.00,93008689.00,33900000.00,30400000.00,26900000.00,84036378.00,39500000.00,37458232.00,37658232.00,115284408.00,20758232.00,19758232.00,19758232.00,105727771.00,36158232.00,36158232.00,35458232.00,87478002.00,84115730.00,82647708.00,27158232.00,80094803.00,91000000.00,89900000.00,86300000.00,76457526.00,82200000.00,71400000.00,69100000.00,59595042.00,59600000.00,58400000.00,88800000.00,77280381.00,86700000.00,84100000.00,79100000.00,73600000.00,56600000.00,55800000.00,54200000.00,54300000.00,54300000.00,54400000.00,
otherStockholderEquity,5352063000.00,5060200000.00,4852927000.00,4658570000.00,4551081000.00,3948547000.00,3646770000.00,3395549000.00,3300227000.00,3248264000.00,2909914000.00,2652090000.00,2384331000.00,2295235000.00,1856914000.00,1752912000.00,1556124000.00,1522644000.00,1334952000.00,1277592000.00,1096185000.00,1096679000.00,935481000.00,936046000.00,849442000.00,820134000.00,711753000.00,712069000.00,607627000.00,595105083.00,484511186.00,482514380.00,428579718.00,402915538.00,388692168.00,388262847.00,314515337.00,314002337.00,313487337.00,312974162.00,263962863.00,263496063.00,263049468.00,217768918.00,217347709.00,216935709.00,216523709.00,181069633.00,180747115.00,180424067.00,180064710.00,179705353.00,179402697.00,179102129.00,147742101.00,147466101.00,147172344.00,146876344.00,144184158.00,202394542.00,200275057.00,198665853.00,197061612.00,195511223.00,194034435.00,192559115.00,191080423.00,189629516.00,188215857.00,186713763.00,185336215.00,184115340.00,182757823.00,184227488.00,182901369.00,150085988.00,148445984.00,148286327.00,147106616.00,145890196.00,145005117.00,103533477.00,102407506.00,101214079.00,105872341.00,104828820.00,103788000.00,102688905.00,101678449.00,100659199.00,99668807.00,98705382.00,97774837.00,96847243.00,95978666.00,94907724.00,62700000.00,62600000.00,62600000.00,91944121.00,62900000.00,62900000.00,62900000.00,88198069.00,62600000.00,62500000.00,30700000.00,53269275.00,30100000.00,30100000.00,30100000.00,29900000.00,29900000.00,29900000.00,29900000.00,29900000.00,29900000.00,29900000.00,
propertyPlantEquipment,6674708000.00,6273659000.00,6012115000.00,5801968000.00,5390821000.00,5091666000.00,4731698000.00,4367111000.00,4114047000.00,3913594000.00,3575025000.00,3304179000.00,3015606000.00,2643131000.00,2397615000.00,2218592000.00,2118928000.00,1918718000.00,1780769000.00,1661334000.00,1424828000.00,1324218000.00,1271569000.00,1214016000.00,1121026000.00,1081350000.00,992297000.00,950261000.00,897834000.00,854304712.00,733952328.00,699447515.00,650308126.00,628086244.00,576925129.00,530057161.00,472058429.00,440867459.00,427995780.00,410732085.00,401961819.00,375196955.00,348751352.00,339955142.00,300978025.00,281078020.00,270554733.00,271484133.00,262298538.00,266634259.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalCurrentAssets,87338000.00,83176000.00,84029000.00,94750000.00,320211000.00,88513000.00,85177000.00,104368000.00,161233000.00,236508000.00,61618000.00,46962000.00,55539000.00,70380000.00,127682000.00,72715000.00,44225000.00,49417000.00,49044000.00,75522000.00,36693000.00,39496000.00,36747000.00,76679000.00,51926000.00,23825000.00,15369000.00,44930000.00,34406000.00,14009000.00,11518537.00,10130000.00,27519000.00,8564000.00,12842000.00,9907000.00,5422000.00,5417000.00,4131000.00,22645000.00,8185000.00,3011000.00,2917000.00,7968000.00,5218000.00,4660000.00,19781000.00,2804344.00,18822000.00,13878000.00,13124000.00,1923410.00,1132471.00,8010000.00,12988253.00,2675511.00,1390549.00,1189442.00,1138750.00,1633479.00,911711.00,837889.00,822465.00,1.00,483949.00,565281.00,546048.00,1.00,569739.00,491280.00,687549.00,1.00,342786.00,511870.00,575006.00,1.00,331681.00,345419.00,643620.00,1.00,389793.00,617108.00,571720.00,1880247.00,332370.00,941584.00,525269.00,1768610.00,270494.00,500187.00,613813.00,1860637.00,434668.00,375013.00,656440.00,1629374.00,,,300000.00,1639211.00,700000.00,1000000.00,1200000.00,2259886.00,1300000.00,1900000.00,400000.00,933124.00,,500000.00,,,,,300000.00,300000.00,300000.00,,
longTermInvestments,,,,,,,,,,,,,,,,,,,,2539000.00,5883000.00,16319000.00,10966000.00,4012000.00,10235000.00,6694000.00,1561000.00,1409000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netTangibleAssets,,3975842000.00,3817890000.00,3654550000.00,4372174000.00,3058265000.00,2782564000.00,3242687000.00,3164886000.00,3118395000.00,2252647000.00,2050895000.00,1841197000.00,1815289000.00,1400401000.00,1345817000.00,1152379000.00,1158336000.00,997138000.00,955922000.00,795265000.00,671828000.00,701646000.00,713503000.00,635379000.00,620451000.00,544337000.00,573154000.00,470377000.00,455790307.00,371392572.00,374571311.00,331624375.00,306694219.00,294003321.00,306140389.00,245822678.00,255027676.00,259420801.00,261862717.00,212489484.00,214438756.00,217481537.00,173967164.00,173034160.00,170574548.00,178764627.00,143395257.00,146395591.00,156777209.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shortTermInvestments,,,,,,,,4367111000.00,4114047000.00,,,,,,,,,,,,1436000.00,0.00,8874000.00,7975000.00,1779000.00,0.00,0.00,0.00,12292000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3281000.00,3281000.00,0.00,0.00,0.00,0.00,,,,2097000.00,9772000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.00,300000.00,300000.00,,
netReceivables,77749000.00,70929000.00,71089000.00,65841000.00,68697000.00,61406000.00,59411000.00,53442000.00,52854000.00,46882000.00,40700000.00,37808000.00,39309000.00,33996000.00,27747000.00,26808000.00,25495000.00,24914000.00,23695000.00,21547000.00,19882000.00,19882000.00,17947000.00,15477000.00,15634000.00,14243000.00,13069000.00,11535000.00,10623000.00,9974000.00,7807164.00,7418000.00,6139000.00,5693000.00,4923000.00,4508000.00,4019000.00,3794000.00,3305000.00,3263000.00,2361000.00,1786000.00,1718000.00,2160000.00,1394000.00,761000.00,604000.00,801681.00,2670000.00,2671000.00,1906000.00,1330129.00,795000.00,3005000.00,2650539.00,1986836.00,1029000.00,924000.00,876461.00,964802.00,752694.00,657152.00,643719.00,770365.00,337595.00,403647.00,377736.00,732141.00,405447.00,275354.00,449149.00,730606.00,152892.00,280893.00,416123.00,627298.00,115537.00,146707.00,425725.00,622337.00,155694.00,415906.00,386677.00,784637.00,139834.00,180114.00,321804.00,666749.00,169615.00,347566.00,444200.00,741565.00,229514.00,190335.00,398685.00,565133.00,,,,645052.00,,,473918.00,473918.00,,,,638735.00,,,,,,,,,,,
longTermDebt,2232368000.00,1840899000.00,1840453000.00,1940018000.00,1863213000.00,1567925000.00,1527899000.00,1527629000.00,1527354000.00,1527181000.00,1126362000.00,1126299000.00,1126301000.00,780040000.00,780399000.00,783299000.00,680578000.00,681793000.00,700664000.00,702544000.00,603370000.00,479248000.00,479920000.00,506159000.00,486304000.00,387265000.00,387759000.00,389593000.00,394534000.00,297184066.00,295888083.00,305007972.00,307335919.00,305616026.00,207891412.00,209345846.00,224875621.00,182510365.00,164416397.00,158746529.00,190846836.00,156639318.00,126699318.00,162366225.00,125749806.00,107420341.00,83956180.00,120351736.00,109905158.00,97366786.00,95905000.00,67231000.00,80457000.00,75275000.00,104368000.00,100527000.00,105048000.00,104291000.00,101300000.00,97172000.00,97715000.00,92158000.00,85840000.00,79810000.00,76574000.00,73278000.00,70795000.00,66260000.00,64564000.00,61827000.00,62329000.00,65239000.00,63351000.00,63475000.00,62246000.00,93008000.00,88262000.00,86875000.00,83910000.00,84037000.00,82504000.00,121115000.00,121958000.00,115284000.00,104930000.00,104482000.00,105013000.00,105728000.00,103803000.00,104172000.00,103835000.00,104092000.00,100432000.00,98964000.00,95585000.00,,,,,,,,,,,,,,,,,,,,,,,,
inventory,3202000.00,,,0.00,0.00,0.00,0.00,5676000.00,5571000.00,1245000.00,13549000.00,1199000.00,,,7795000.00,3750000.00,7928000.00,2074000.00,,,0.00,1367000.00,7696000.00,2420000.00,9003000.00,5409000.00,0.00,6764000.00,0.00,0.00,0.00,3663000.00,0.00,0.00,0.00,229000.00,0.00,0.00,4845504.00,4845000.00,0.00,0.00,4537752.00,4538000.00,384.00,466.00,0.00,1580000.00,0.00,0.00,,6882000.00,,3887000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accountsPayable,106755000.00,87692000.00,92733000.00,83722000.00,85637000.00,70338000.00,63476000.00,70005000.00,80494000.00,68196000.00,66186000.00,71390000.00,67871000.00,80088000.00,75334000.00,48987000.00,52644000.00,48700000.00,39843000.00,9897000.00,12088000.00,12088000.00,9628000.00,11165000.00,7526000.00,6057000.00,5017000.00,5543000.00,6983000.00,6023000.00,6280215.00,4049000.00,2916749.00,2889827.00,2483489.00,2884899.00,2320582.00,2764498.00,1744363.00,2995686.00,1787069.00,1726407.00,1687716.00,2137447.00,1397320.00,1576734.00,1630156.00,424321.00,1689983.00,2093444.00,1598018.00,1713796.00,1799746.00,1155104.00,1528044.00,1529085.00,910233.00,1118486.00,1572988.00,2112035.00,68519000.00,1575520.00,2029381.00,2552861.00,1673705.00,1794882.00,1062111.00,1906995.00,1142915.00,1299440.00,847350.00,1413103.00,778709.00,1738897.00,1515768.00,1835588.00,963742.00,1448748.00,1035138.00,1978635.00,989788.00,1181947.00,845346.00,1769033.00,952033.00,956107.00,1135481.00,1843312.00,1732593.00,1743407.00,878087.00,2128166.00,808978.00,986655.00,1026783.00,2171483.00,,,,2166002.00,,,,2119241.00,,,,1288775.00,,,,,,,,,,,
totalPermanentEquity,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,197759889.00,162224281.00,162630349.00,168220786.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noncontrollingInterestInConsolidatedEntity,,1205000.00,1300000.00,1392000.00,1533000.00,1656000.00,1668000.00,1629000.00,1715000.00,1756000.00,1853000.00,1762000.00,1817000.00,1875000.00,1926000.00,2231000.00,2195000.00,2284000.00,2356000.00,2411000.00,2507000.00,2520000.00,2554000.00,2529000.00,2518000.00,2573000.00,2563000.00,2532000.00,2452000.00,2385715.00,2411199.00,2495912.00,2488293.00,2416671.00,2345847.00,2415383.00,2485252.00,2505459.00,2612593.00,2647341.00,2633031.00,2669293.00,2661371.00,2655848.00,2654991.00,2680940.00,2686855.00,2678725.00,2703583.00,2903714.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temporaryEquityRedeemableNoncontrollingInterests,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,197759889.00,162224281.00,162630349.00,168220786.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accumulatedOtherComprehensiveIncome,33291000.00,25625000.00,22924000.00,23551000.00,24124000.00,31547000.00,15060000.00,-5503000.00,-4893000.00,-8257000.00,-10760000.00,-36266000.00,-40140000.00,-41544000.00,-39291000.00,-6492000.00,-13068000.00,-5711000.00,-1950000.00,1424000.00,5000000.00,4506000.00,3274000.00,1375000.00,-10000.00,-211000.00,195000.00,-536000.00,-6311000.00,-7669000.00,-6017490.00,-3130000.00,-4933000.00,-2443000.00,-4033000.00,-2060000.00,-98000.00,-809000.00,22000.00,472000.00,-308000.00,228000.00,-1050000.00,-1294000.00,-1290000.00,-1118000.00,-555000.00,-606568.00,-732000.00,-753000.00,-647000.00,-764735.00,-979000.00,-732000.00,-355577.00,-70806.00,-99000.00,-212000.00,-260092.00,-58502384.00,-57158661.00,-55824194.00,-54510953.00,-53250564.00,-52020712.00,-50792892.00,-49558930.00,-48352753.00,-47149548.00,-45966004.00,-44790456.00,-43771581.00,-42579412.00,-44059982.00,-42886623.00,-41727987.00,-40565471.00,-40592989.00,-39533278.00,-38475767.00,-37666649.00,-39527249.00,-38493278.00,-37456301.00,-36486416.00,-35536107.00,-34584833.00,-33634461.00,-32696753.00,-31759824.00,-30833666.00,-29907682.00,-29010652.00,-28119036.00,-27212478.00,-26342296.00,,,,-23022291.00,,,-20043235.00,-20043235.00,,,,-17339353.00,,,,,,,,,,,
additionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,1096679000.00,935828000.00,935481000.00,712069000.00,849442000.00,820134000.00,711753000.00,712069000.00,607627000.00,482514380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,197759889.00,162224281.00,162630349.00,168220786.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commonStockTotalEquity,,10000.00,9000.00,9000.00,9000.00,8000.00,8000.00,7000.00,7000.00,7000.00,6000.00,6000.00,6000.00,5000.00,5000.00,5000.00,4000.00,4000.00,4000.00,4000.00,3000.00,3000.00,3000.00,3000.00,3000.00,3000.00,3000.00,3000.00,2000.00,2364.00,2075.00,2064.00,1889.00,1805.00,1760.00,1754.00,1496.00,1496.00,1496.00,1488.00,1324.00,1324.00,1324.00,1144.00,1144.00,1144.00,1144.00,985.00,986.00,985.00,985.00,976.00,976.00,975.00,825.00,820.00,819.00,819.00,793.00,786.00,780.00,780.00,780.00,775.00,775.00,775.00,775.00,775.00,772.00,772.00,772.00,772.00,768.00,768.00,768.00,649.00,647.00,647.00,647.00,643.00,643.00,448.00,448.00,445.00,445.00,445.00,445.00,442.00,442.00,442.00,442.00,440.00,440.00,440.00,440.00,436.00,,,,435.00,,,433.00,433.00,,,,265.00,,,,,,,,,,,
preferredStockTotalEquity,,175000000.00,175000000.00,175000000.00,175000000.00,175000000.00,175000000.00,175000000.00,175000000.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,197759889.00,162224281.00,162630349.00,168220786.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
retainedEarningsTotalEquity,,-283995000.00,-254316000.00,-228132000.00,-203040000.00,-182518000.00,-162765000.00,-147366000.00,-130455000.00,-121619000.00,-101137000.00,-91343000.00,-80627000.00,-69595000.00,-62542000.00,-57094000.00,-54841000.00,-51298000.00,-45940000.00,-42945000.00,-35317000.00,-32284000.00,-28449000.00,-28763000.00,-29136000.00,-26547000.00,-26962000.00,-28558000.00,-28339000.00,-31137175.00,-30452339.00,-28262441.00,-26452162.00,-32264517.00,-34137482.00,-32584612.00,-30288199.00,-28708150.00,-24929484.00,-23879151.00,-23262722.00,-22359596.00,-21344886.00,-21166509.00,-21198792.00,-20531086.00,-20896421.00,-20918494.00,-20089451.00,-14355164.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treasuryStock,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-197759889.00,-162224281.00,-162630349.00,-168220786.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accumulatedAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrrentAssetsOther,6710577000.00,6362832000.00,6098744000.00,5818991000.00,5472432000.00,5210400000.00,4836904000.00,4450518000.00,4184371000.00,3920168000.00,3665106000.00,3365629000.00,3069702000.00,2672450000.00,2426578000.00,2248301000.00,2126643000.00,1928051000.00,1791693000.00,1672514000.00,24274000.00,1438057000.00,1281362000.00,1222797000.00,1129422000.00,1089382000.00,1001514000.00,957171000.00,901100000.00,153584000.00,32383913.00,705868000.00,-48853624.00,-70012812.00,-121316276.00,-168806602.00,-225906803.00,-258717224.00,-271805682.00,-292608499.00,-297469865.00,-324085820.00,-350884203.00,-364217122.00,2429000.00,2279000.00,1247000.00,3505182.00,902000.00,851000.00,808000.00,-693990462.00,-698725641.00,-701970000.00,-702243536.00,-702254492.00,-702643964.00,-702690856.00,2544577.00,-702577142.00,-240509000.00,-244881505.00,-238639145.00,-235823132.00,-228200164.00,-224711259.00,-221405233.00,-219894954.00,-216059835.00,-213406601.00,-213539492.00,-214560684.00,-212694906.00,-213819721.00,-212477596.00,-211564549.00,-206374481.00,-190728487.00,-187146042.00,-183079178.00,-186035198.00,-181228530.00,-181377384.00,-173844861.00,-163775728.00,-162210414.00,-162971559.00,-163106570.00,-162830159.00,-162727551.00,-161123770.00,-161406669.00,-158053674.00,-157141057.00,-153748449.00,-153965486.00,-149400000.00,-148000000.00,-143900000.00,-145034120.00,-140300000.00,-128500000.00,-126400000.00,-124515455.00,-116700000.00,-115200000.00,-114800000.00,-116955495.00,-113100000.00,-111400000.00,-107700000.00,-103600000.00,-96800000.00,-88500000.00,-83700000.00,-84300000.00,-84900000.00,-85300000.00,
deferredLongTermAssetCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrentAssetsTotal,7559768000.00,7188830000.00,6902398000.00,6618439000.00,6235890000.00,5949719000.00,5553413000.00,5122538000.00,4836267000.00,4528015000.00,4216784000.00,3839221000.00,3492075000.00,3041262000.00,2781263000.00,2591815000.00,2479096000.00,2255026000.00,2101293000.00,1952667000.00,1711941000.00,1709138000.00,1490500000.00,1417955000.00,1315047000.00,1263015000.00,1142871000.00,1066995000.00,1004407000.00,959095000.00,814034773.00,782420000.00,721718000.00,696503000.00,640204000.00,583673000.00,517401000.00,475742000.00,462355000.00,440097000.00,435434000.00,407841000.00,377290000.00,362125000.00,327460000.00,310416000.00,271802000.00,291139614.00,263201000.00,267485000.00,267554000.00,283118957.00,272924359.00,262343000.00,253964385.00,259113207.00,259549036.00,258735144.00,255882951.00,255263356.00,240509000.00,244881505.00,238639145.00,235823132.00,228200164.00,224711259.00,221405233.00,219894954.00,216059835.00,213406601.00,213539492.00,214560684.00,212694906.00,213819721.00,212477596.00,211564549.00,206374481.00,190728487.00,187146042.00,183079178.00,186035198.00,181228530.00,181377384.00,173844861.00,163775728.00,162210414.00,162971559.00,163106570.00,162830159.00,162727551.00,161123770.00,161406669.00,158053674.00,157141057.00,153748449.00,153965486.00,,,143900000.00,145034120.00,140300000.00,128500000.00,126400000.00,124515455.00,116700000.00,115200000.00,114800000.00,116955495.00,,111400000.00,,,,,83700000.00,84300000.00,84900000.00,,
capitalLeaseObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
longTermDebtTotal,2238413000.00,1840899000.00,1840453000.00,1946146000.00,1869363000.00,1567925000.00,1527899000.00,1527629000.00,1527354000.00,1527181000.00,1126362000.00,1126299000.00,1126301000.00,780040000.00,780399000.00,783299000.00,680578000.00,681793000.00,700664000.00,702544000.00,603370000.00,479248000.00,479920000.00,506159000.00,486304000.00,387265000.00,387759000.00,389593000.00,394534000.00,297184066.00,295888083.00,305007972.00,307335919.00,305616026.00,207891412.00,209345846.00,224875621.00,182510365.00,164416397.00,158746529.00,190846836.00,156639318.00,126699318.00,162366225.00,125749806.00,107420341.00,83956180.00,120351736.00,109905158.00,97366786.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonCurrentLiabilitiesOther,37458000.00,38272000.00,36326000.00,36714000.00,37117000.00,36344000.00,33711000.00,33075000.00,32544000.00,33966000.00,34654000.00,35700000.00,35533000.00,33019000.00,27341000.00,26668000.00,27332000.00,27908000.00,27873000.00,27218000.00,27628000.00,27108000.00,27523000.00,30350000.00,30529000.00,30186000.00,30702000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
