,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-09-30,2000-06-30,2000-03-31,1999-12-31,1999-09-30,1999-06-30,1999-03-31,1998-12-31,1998-09-30,1998-06-30,1998-03-31,1997-12-31,1997-09-30,1997-06-30,1997-03-31,1996-12-31,1996-09-30,1996-06-30,1996-03-31,1995-12-31,1995-09-30,1995-06-30,1995-03-31,1994-12-31,1994-09-30,1994-06-30,1994-03-31
nonCurrentLiabilitiesTotal,2269826000.00,2182171000.00,2072779000.00,1976732000.00,1900330000.00,1974269000.00,1881610000.00,1720704000.00,1559898000.00,1561147000.00,1399016000.00,1253999000.00,1181834000.00,813059000.00,1049740000.00,898967000.00,955910000.00,763701000.00,799537000.00,753996000.00,617370000.00,646654000.00,585712000.00,552564000.00,518941000.00,467978000.00,449849000.00,405538000.00,442197000.00,396002000.00,357028537.00,324160000.00,340609000.00,325886000.00,292111000.00,229497000.00,229628000.00,187583000.00,168718000.00,164282000.00,195023000.00,161247000.00,131319000.00,167418000.00,73564000.00,65796000.00,56463000.00,64272792.00,69428000.00,72737000.00,73080000.00,110831401.00,1805717.00,75275000.00,105535810.00,76429840.00,116152557.00,115677176.00,112907944.00,112068628.00,97700000.00,92200000.00,85800000.00,82600000.00,76600000.00,73300000.00,70800000.00,68800000.00,64600000.00,61800000.00,62300000.00,68200000.00,63400000.00,63500000.00,62200000.00,92100000.00,88300000.00,86900000.00,83900000.00,84000000.00,82500000.00,121100000.00,122000000.00,115300000.00,104900000.00,104500000.00,105000000.00,105700000.00,103800000.00,104200000.00,103800000.00,104100000.00,100400000.00,99000000.00,95600000.00,95400000.00,91100000.00,89900000.00,86200000.00,85300000.00,59300000.00,58500000.00,57400000.00,56500000.00,52700000.00,55200000.00,55300000.00,64300000.00,63600000.00,61600000.00,79100000.00,73600000.00,56600000.00,55800000.00,54200000.00,54300000.00,54300000.00,54400000.00,
negativeGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warrants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preferredStockRedeemable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capitalSurpluse,5352063000.00,5060200000.00,4852927000.00,4658570000.00,4551081000.00,3948547000.00,3646770000.00,3395549000.00,3300227000.00,3248264000.00,2909914000.00,2652090000.00,2384331000.00,2295235000.00,1856914000.00,1752912000.00,1556124000.00,1522644000.00,1334952000.00,1277592000.00,1096679000.00,935828000.00,935481000.00,936046000.00,849442000.00,820134000.00,711753000.00,712069000.00,607627000.00,595105083.00,484511186.00,482514380.00,428579718.00,402915538.00,388692168.00,388262847.00,314515337.00,314002337.00,313487337.00,312974162.00,263962863.00,263496063.00,263049468.00,217768918.00,217347709.00,216935709.00,216523709.00,181069633.00,180747115.00,180424067.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liabilitiesAndStockholdersEquity,7647106000.00,7272006000.00,6986427000.00,6713189000.00,6556101000.00,6038232000.00,5638590000.00,5226906000.00,4997500000.00,4764523000.00,4278402000.00,3886183000.00,3547614000.00,3111642000.00,2908945000.00,2664530000.00,2523321000.00,2304443000.00,2150337000.00,2028189000.00,1748634000.00,1748634000.00,1527247000.00,1494634000.00,1366973000.00,1286840000.00,1158240000.00,1111925000.00,1038813000.00,973104000.00,825553310.00,792550000.00,749237000.00,705067000.00,653046000.00,593580000.00,522823000.00,481159000.00,466486000.00,462742000.00,443619000.00,410852000.00,380207000.00,370093000.00,332678000.00,315076000.00,291583000.00,293943958.00,282023000.00,281363000.00,280678000.00,285042367.00,274057000.00,270353000.00,266952638.00,261788718.00,260940000.00,259925000.00,257021701.00,256896835.00,258567190.00,247900384.00,241881675.00,239347506.00,230792630.00,227677615.00,224595139.00,223514599.00,218612175.00,216260090.00,216598101.00,223459607.00,215729849.00,217198742.00,216000297.00,215702360.00,209575946.00,193970734.00,190525492.00,191685714.00,188145780.00,184118124.00,184285410.00,178162172.00,166309542.00,165645582.00,166161711.00,167511346.00,165406120.00,165590489.00,164372786.00,166052090.00,161235651.00,160078112.00,157032795.00,158195537.00,152900000.00,151900000.00,148400000.00,149647872.00,146200000.00,135100000.00,133400000.00,130491504.00,123700000.00,123500000.00,121800000.00,121381870.00,119100000.00,117200000.00,112600000.00,108900000.00,101500000.00,93300000.00,88900000.00,89700000.00,89800000.00,90300000.00,
cashAndShortTermInvestments,6384000.00,8068000.00,11809000.00,27763000.00,250487000.00,26267000.00,24888000.00,43252000.00,91881000.00,177046000.00,7369000.00,6137000.00,14715000.00,29341000.00,72091000.00,15603000.00,9353000.00,5520000.00,22325000.00,53955000.00,16811000.00,16811000.00,2230000.00,50807000.00,25510000.00,4173000.00,2300000.00,33395000.00,11491000.00,4035000.00,3711373.00,2712000.00,21380000.00,2871000.00,7919000.00,5399000.00,1403000.00,1623000.00,826000.00,14537000.00,5824000.00,1225000.00,1199000.00,1270000.00,543000.00,618000.00,465000.00,2002663.00,887000.00,852000.00,799000.00,593281.00,337000.00,358000.00,565298.00,688675.00,362000.00,265000.00,262289.00,668677.00,159000.00,180737.00,178746.00,544639.00,146354.00,161634.00,168312.00,463730.00,164292.00,215926.00,238400.00,5714540.00,189894.00,230977.00,158883.00,587524.00,216144.00,198712.00,217895.00,1004090.00,234099.00,201202.00,185043.00,1095610.00,192536.00,761470.00,203465.00,1101861.00,100879.00,152621.00,169613.00,1119072.00,205154.00,184678.00,257755.00,1064241.00,,,300000.00,994159.00,700000.00,1000000.00,1200000.00,1785968.00,1300000.00,1900000.00,400000.00,294389.00,,500000.00,,,,,300000.00,300000.00,300000.00,,
propertyPlantAndEquipmentGross,,,,,,,,,,,,,,,,,,,,,1417061000.00,,,,,,,,,,,,,,,,,,,,,,,,300978025.00,281078020.00,270554733.00,271484133.00,262298538.00,266634259.00,266746039.00,272109419.00,269665629.00,262343223.00,251207921.00,256367699.00,257193230.00,256426154.00,253338374.00,252840498.00,249554933.00,244881505.00,238639145.00,235823132.00,228200164.00,224711259.00,221405233.00,219894954.00,216059835.00,213406601.00,213539492.00,214560684.00,212694906.00,213819721.00,212477596.00,211564549.00,206374481.00,190403794.00,186818538.00,182748862.00,185702071.00,180956584.00,181102627.00,173529365.00,163528960.00,161939235.00,162709632.00,162851367.00,162572144.00,162466723.00,160860132.00,161140220.00,157784301.00,156868982.00,153473564.00,153515810.00,149400000.00,148000000.00,143900000.00,143898711.00,140300000.00,128500000.00,126400000.00,122705214.00,116700000.00,115200000.00,114800000.00,115134890.00,113100000.00,111400000.00,107700000.00,103600000.00,96800000.00,88500000.00,83700000.00,84300000.00,84900000.00,85300000.00,
propertyPlantAndEquipmentNet,,,,,,,,,6302000.00,6302000.00,6302000.00,,,,,,16613000.00,19672000.00,19672000.00,,1417061000.00,,,,,,,,,,,,,,,,,,,,,,,,300977000.00,281078000.00,270555000.00,271484133.00,262299000.00,266634000.00,266746000.00,272109419.00,266650000.00,259313000.00,251207921.00,256367699.00,257193000.00,256426000.00,253338374.00,252840498.00,240509000.00,244881505.00,238639145.00,235823132.00,228200164.00,224711259.00,221405233.00,219894954.00,216059835.00,213406601.00,213539492.00,214560684.00,212694906.00,213819721.00,212477596.00,211564549.00,206374481.00,190403794.00,186818538.00,182748862.00,185702071.00,180956584.00,181102627.00,173529365.00,163528960.00,161939235.00,162709632.00,162851367.00,162572144.00,162466723.00,160860132.00,161140220.00,157784301.00,156868982.00,153473564.00,153515810.00,149400000.00,148000000.00,143900000.00,143898711.00,140300000.00,128500000.00,126400000.00,122705214.00,116700000.00,115200000.00,114800000.00,115134890.00,113100000.00,111400000.00,107700000.00,103600000.00,96800000.00,88500000.00,83700000.00,84300000.00,84900000.00,85300000.00,
accumulatedDepreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netWorkingCapital,-44548000.00,-28614000.00,-31775000.00,-11317000.00,213147000.00,-1210000.00,3938000.00,-142518000.00,65232000.00,153283000.00,-17892000.00,-58973000.00,-44854000.00,-42227000.00,25489000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netInvestedCapital,7301649000.00,6945739000.00,6657997000.00,6394016000.00,6235387000.00,5735509000.00,5346972000.00,4930316000.00,4692240000.00,4645576000.00,4162385000.00,3742786000.00,3409871000.00,2964141000.00,2777485000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commonStockSharesOutstanding,97349473.00,93134385.00,90548172.00,88812510.00,80589446.00,75570089.00,71336103.00,70610082.00,69591848.00,65185604.00,62940360.00,56063758.00,54555672.00,53266740.00,45565054.00,42996318.00,42318042.00,41141659.00,38320307.00,35179168.00,32287352.00,31222221.00,30851058.00,29616353.00,28656684.00,28656684.00,26009120.00,25473270.00,23563331.00,22265000.00,20480140.00,19129000.00,18064000.00,17587000.00,17416000.00,15450000.00,14782000.00,14776000.00,14745000.00,13712000.00,13063000.00,13066000.00,12693000.00,11264000.00,11239000.00,11213000.00,10755000.00,10755000.00,9851914.00,10004000.00,9996000.00,9996000.00,9618240.00,9696000.00,8130290.00,8130290.00,8411000.00,8401000.00,7781740.00,7781740.00,8364000.00,7683039.00,7673858.00,7673858.00,7692118.00,7691475.00,7685616.00,7685616.00,7672549.00,7661478.00,7652469.00,7652469.00,7672290.00,7675583.00,7333083.00,7333083.00,6474278.00,6472257.00,6475222.00,6475222.00,5675806.00,4481962.00,4479345.00,4479345.00,4446547.00,4446031.00,4446031.00,4446031.00,4416869.00,4416869.00,4416869.00,4416869.00,4394669.00,4395240.00,4398669.00,4398669.00,4364867.00,4364867.00,4444444.00,4364867.00,4346313.00,4346313.00,4346313.00,4346313.00,4332280.00,3414694.00,2678430.00,2678430.00,2649475.00,2812500.00,2649475.00,2649475.00,2580645.00,2580645.00,2666667.00,2666667.00,2666667.00,3055556.00,2758621.00
investments,-420327000.00,-332266000.00,-331107000.00,-432434000.00,-361991000.00,-382759000.00,-438791000.00,-317418000.00,-334177000.00,-347841000.00,-387179000.00,-366120000.00,-464582000.00,-262531000.00,-206609000.00,-119337000.00,-243468000.00,-166063000.00,-138651000.00,,,,-104245000.00,-363442000.00,-70067000.00,-141843000.00,-57006000.00,-326473000.00,-62663000.00,-154373403.00,,-230907000.00,,,,-160154000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changeToLiabilities,,-6908000.00,15468000.00,-2774000.00,12357000.00,7739000.00,-2274000.00,-7060000.00,12311000.00,19655000.00,-14079000.00,1102000.00,6280000.00,3890000.00,-9056000.00,5517000.00,-4248000.00,2396000.00,-3059000.00,3433000.00,3715000.00,-1894000.00,-2362000.00,4466000.00,1594000.00,723000.00,-302000.00,-519000.00,2496480.00,-1733168.00,3101688.00,-307844.00,1016617.00,554213.00,-441936.00,409213.00,-328578.00,783127.00,-1243808.00,1370650.00,-428509.00,-5574.00,-425986.00,348147.00,-256658.00,-178683.00,-2133112.00,2464000.00,459000.00,264000.00,,,,,,27000.00,,,,,,,,433000.00,,,,,,,,,,,,165000.00,,,,146000.00,,,,,,,,131000.00,,,,131000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalCashflowsFromInvestingActivities,-1083700000.00,-332266000.00,-331107000.00,-1615975000.00,-361991000.00,-382759000.00,-438791000.00,-317418000.00,-334177000.00,-347841000.00,-387179000.00,-366120000.00,-464582000.00,-262531000.00,-206609000.00,-119337000.00,-243468000.00,-166063000.00,-138651000.00,-257489000.00,-132577000.00,-93850000.00,-84201000.00,-85793000.00,-64326000.00,-130131000.00,-46824000.00,-62887000.00,-47592287.00,-147346036.00,-39728677.00,-63786582.00,-22584472.00,-56844598.00,-59559428.00,-70092482.00,-38124901.00,-18421203.00,-21059250.00,-11201039.00,-30022716.00,-32530942.00,-11505802.00,-36442834.00,-10484869.00,-13228939.00,-9099668.00,-29252352.00,-14153016.00,2262000.00,3598000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netBorrowings,,106693000.00,95764000.00,76086000.00,-72702000.00,49791000.00,159768000.00,154432000.00,-201000.00,162425000.00,145789000.00,71739000.00,366006000.00,-242524000.00,149922000.00,-58897000.00,192569000.00,-36081000.00,51102000.00,102893000.00,-28398000.00,89165000.00,36179000.00,13042000.00,51049000.00,18222000.00,14227000.00,-35682000.00,47702000.00,37235567.00,32662719.00,-9670998.00,11258159.00,33971597.00,61216895.00,-2435522.00,35841164.00,17313224.00,5437965.00,-31479536.00,33201529.00,30778083.00,-35529423.00,35017344.00,9544092.00,13157575.00,-27223297.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totalCashFromFinancingActivities,304607000.00,242016000.00,220967000.00,116653000.00,467542000.00,295478000.00,357840000.00,199512000.00,180583000.00,456702000.00,340798000.00,305744000.00,421352000.00,167692000.00,227896000.00,112528000.00,200897000.00,129051000.00,86518000.00,264222000.00,260000000.00,187132000.00,18709000.00,84072000.00,65144000.00,112909000.00,158000.00,56598000.00,48202002.00,137508480.00,24193518.00,34848772.00,27888757.00,39596572.00,53072857.00,64298753.00,29258794.00,10729058.00,-821246.00,11540090.00,27631669.00,25198123.00,4567732.00,30303879.00,4830627.00,8444322.00,3739125.00,7295132.00,11180393.00,-3867082.00,-9443658.00,13979066.00,15816.00,-2428694.00,-4952765.00,-5340133.00,-3561945.00,-1287551.00,-4621159.00,-1380666.00,1052852.00,2070215.00,-2129774.00,1825825.00,-837413.00,-1634356.00,-2902982.00,-202029.00,-1296867.00,-4626132.00,-10118203.00,1622014.00,-4367514.00,-2876546.00,-3346922.00,1554053.00,-513514.00,-504130.00,-4113901.00,-2367515.00,1956472.00,-3323030.00,3780019.00,7971184.00,-1884422.00,-2897516.00,-3619270.00,-712544.00,-2736115.00,-2042719.00,-3706617.00,1283011.00,-1136183.00,965099.00,-3274954.00,1229984.00,-800000.00,1300000.00,-2800000.00,-116166.00,200000.00,-100000.00,1100000.00,2879612.00,-1400000.00,400000.00,-1100000.00,-505677.00,1200000.00,3400000.00,2400000.00,3600000.00,7300000.00,3300000.00,-1600000.00,-1500000.00,-1200000.00,,
changeToOperatingActivities,,,,,2849000.00,3757000.00,3757000.00,-1718000.00,-3626000.00,-4690000.00,6803000.00,-139000.00,-929000.00,-485000.00,50000.00,-2197000.00,1010000.00,206000.00,-1169000.00,2574000.00,-977000.00,-54000.00,-604000.00,1649000.00,71000.00,311000.00,-440000.00,1203000.00,-11936000.00,-396952.00,,36000.00,,,,591000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changeInCash,-5860000.00,-693000.00,-15969000.00,-222605000.00,224407000.00,1341000.00,-19484000.00,-57558000.00,-85573000.00,181012000.00,-586000.00,-8275000.00,-20154000.00,-55756000.00,49983000.00,31355000.00,-11627000.00,-2920000.00,-28626000.00,35728000.00,9261000.00,7143000.00,-47678000.00,25297000.00,21337000.00,1873000.00,-31095000.00,21904000.00,7456420.00,323207.00,999785.00,-18668239.00,18509224.00,-5048631.00,2519776.00,3996206.00,-219662.00,796692.00,-13710659.00,8712550.00,4599130.00,26171.00,-70997.00,727041.00,-75502.00,153171.00,-1537346.00,1115876.00,34930.00,52618.00,205958.00,256347.00,-20472.00,-207892.00,-123377.00,327239.00,95981.00,3166.00,-406388.00,509660.00,-21720.00,1991.00,-365893.00,398285.00,-15280.00,-6678.00,-295418.00,299438.00,-51634.00,-22474.00,-5476140.00,5524646.00,-41083.00,72094.00,-428641.00,371380.00,17432.00,-19183.00,-786195.00,769991.00,32897.00,16159.00,-910567.00,903074.00,-568934.00,558005.00,-898396.00,1000982.00,-51742.00,-16992.00,-949459.00,913918.00,20476.00,-73077.00,-806486.00,1229984.00,-800000.00,1300000.00,-700000.00,294159.00,-500000.00,,-600000.00,485968.00,-600000.00,1500000.00,100000.00,-505677.00,1200000.00,-100000.00,-700000.00,-400000.00,100000.00,200000.00,-300000.00,200000.00,,,
beginPeriodCashFlow,12247000.00,12940000.00,28909000.00,251514000.00,27107000.00,25766000.00,45250000.00,102808000.00,188381000.00,7369000.00,7955000.00,16230000.00,36384000.00,92140000.00,42157000.00,10802000.00,22429000.00,25349000.00,53975000.00,18247000.00,18247000.00,11104000.00,58782000.00,25510000.00,4173000.00,2300000.00,33395000.00,11491000.00,4034580.00,3711373.00,2711588.00,21379827.00,2870603.00,7919234.00,5399458.00,1403252.00,1622914.00,826222.00,14536881.00,5824331.00,1225201.00,1199030.00,1270027.00,542986.00,618488.00,465317.00,2002663.00,886787.00,851857.00,799239.00,593281.00,336934.00,357406.00,565298.00,688675.00,361436.00,265455.00,262289.00,668677.00,159017.00,180737.00,178746.00,544639.00,146354.00,161634.00,168312.00,463730.00,164292.00,215926.00,238400.00,5714540.00,189894.00,230977.00,158883.00,587524.00,216144.00,198712.00,217895.00,1004090.00,234099.00,201202.00,185043.00,1095610.00,192536.00,761470.00,203465.00,1101861.00,100879.00,152621.00,169613.00,1119072.00,205154.00,184678.00,257755.00,1064241.00,-165743.00,1600000.00,300000.00,1000000.00,700000.00,1200000.00,1200000.00,1800000.00,1300000.00,1900000.00,400000.00,300000.00,800066.00,500000.00,600000.00,1300000.00,1700000.00,1600000.00,1400000.00,1700000.00,1500000.00,1500000.00,,
endPeriodCashFlow,6387000.00,12247000.00,12940000.00,28909000.00,251514000.00,27107000.00,25766000.00,45250000.00,102808000.00,188381000.00,7369000.00,7955000.00,16230000.00,36384000.00,92140000.00,42157000.00,10802000.00,22429000.00,25349000.00,53975000.00,18247000.00,18247000.00,11104000.00,50807000.00,25510000.00,4173000.00,2300000.00,33395000.00,11491000.00,4034580.00,3711373.00,2711588.00,21379827.00,2870603.00,7919234.00,5399458.00,1403252.00,1622914.00,826222.00,14536881.00,5824331.00,1225201.00,1199030.00,1270027.00,542986.00,618488.00,465317.00,2002663.00,886787.00,851857.00,799239.00,593281.00,336934.00,357406.00,565298.00,688675.00,361436.00,265455.00,262289.00,668677.00,159017.00,180737.00,178746.00,544639.00,146354.00,161634.00,168312.00,463730.00,164292.00,215926.00,238400.00,5714540.00,189894.00,230977.00,158883.00,587524.00,216144.00,198712.00,217895.00,1004090.00,234099.00,201202.00,185043.00,1095610.00,192536.00,761470.00,203465.00,1101861.00,100879.00,152621.00,169613.00,1119072.00,205154.00,184678.00,257755.00,1064241.00,,1600000.00,300000.00,994159.00,700000.00,1200000.00,1200000.00,1785968.00,1300000.00,1900000.00,400000.00,294389.00,1700000.00,500000.00,600000.00,1300000.00,1700000.00,1600000.00,1400000.00,1700000.00,1500000.00,,
totalCashFromOperatingActivities,109860000.00,89557000.00,94171000.00,93176000.00,118856000.00,88622000.00,61467000.00,60348000.00,68021000.00,72151000.00,45795000.00,52101000.00,23076000.00,39083000.00,28696000.00,38164000.00,30944000.00,34092000.00,23507000.00,28995000.00,985000.00,46438000.00,17814000.00,27018000.00,20519000.00,19095000.00,15571000.00,28193000.00,6846293.00,10160763.00,16534944.00,10269571.00,13204939.00,12199395.00,9006347.00,9789935.00,8646445.00,8488837.00,8169837.00,8373500.00,6990177.00,7358989.00,6867073.00,6865996.00,5578740.00,4937788.00,3823197.00,8920080.00,5269908.00,5254755.00,6052206.00,7807088.00,7354576.00,5877141.00,5072378.00,6192819.00,5752209.00,6178280.00,5456334.00,6308261.00,5005370.00,5898940.00,4717801.00,5927483.00,5448306.00,5307916.00,4953710.00,5638191.00,4885128.00,5098607.00,4676156.00,5226095.00,5019686.00,5086360.00,4308694.00,5331323.00,4527884.00,4566723.00,3873108.00,4407421.00,3676013.00,3946273.00,3623584.00,3461398.00,3528449.00,3610506.00,3059918.00,3383544.00,3325543.00,3493823.00,2843119.00,3109722.00,2760173.00,3179877.00,2552889.00,3159379.00,2900000.00,3200000.00,2800000.00,3257160.00,2800000.00,2600000.00,2500000.00,2936597.00,2600000.00,2400000.00,1300000.00,2510788.00,1400000.00,2100000.00,1700000.00,1800000.00,1500000.00,2000000.00,1300000.00,1600000.00,1200000.00,,
issuanceOfCapitalStock,289749000.00,205104000.00,195133000.00,105942000.00,601087000.00,300110000.00,250684000.00,94011000.00,226164000.00,336875000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
depreciation,53917000.00,51461000.00,49257000.00,46378000.00,43530000.00,40260000.00,36739000.00,34219000.00,31103000.00,28446000.00,26245000.00,24024000.00,21291000.00,19387000.00,17941000.00,16725000.00,15278000.00,14061000.00,13140000.00,11955000.00,135000.00,21739000.00,10004000.00,8796000.00,8228000.00,7703000.00,7025000.00,6506000.00,6151048.00,5664702.00,5085250.00,3308028.00,5164223.00,4291841.00,3721782.00,3313916.00,3270358.00,2773442.00,2695871.00,2521526.00,2356709.00,2469566.00,2132157.00,1867610.00,1873996.00,1959709.00,1803496.00,1810522.00,1975122.00,1683854.00,1690814.00,1620230.00,1558392.00,1543145.00,1498312.00,1547481.00,1496032.00,1490131.00,1463918.00,1419962.00,1417011.00,1387452.00,1333266.00,1305479.00,1305462.00,1308463.00,1280186.00,1277876.00,1243660.00,1234522.00,1233313.00,-3509677.00,1252748.00,1239934.00,1224035.00,1227635.00,1149533.00,1124535.00,1121460.00,1495650.00,1110903.00,1106512.00,1109512.00,1070086.00,1049692.00,1050252.00,1049310.00,1061493.00,1064463.00,1048806.00,1046674.00,1021280.00,1021508.00,1025342.00,987642.00,798900.00,1000000.00,1100000.00,900000.00,905293.00,900000.00,900000.00,800000.00,792444.00,800000.00,800000.00,800000.00,728710.00,800000.00,800000.00,700000.00,700000.00,600000.00,700000.00,600000.00,600000.00,700000.00,,
otherCashflowsFromInvestingActivities,3100000.00,3071000.00,-38000.00,44411000.00,-169000.00,49414000.00,-25693000.00,41871000.00,-142000.00,-56000.00,9865000.00,876000.00,3384000.00,18017000.00,24194000.00,30832000.00,7642000.00,16845000.00,9734000.00,5646000.00,28472000.00,10341000.00,20034000.00,8709000.00,5646000.00,11652000.00,9793000.00,6783000.00,14944038.00,6545390.00,-39428.00,15020.00,19315623.00,7759572.00,975636.00,5663111.00,10813653.00,-5275507.00,900080.00,-14793746.00,-8950.00,5462000.00,5462280.00,3224144.00,8790852.00,2618279.00,626493.00,0.00,6372000.00,6486000.00,6523000.00,6002000.00,,9762000.00,,,,,,,,,,1749000.00,,,,,,,,9577000.00,1176000.00,,,2046000.00,2046000.00,4310000.00,4407000.00,3887000.00,,,,,,,,280000.00,280000.00,200000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dividendsPaid,-72341000.00,-69773000.00,-67057000.00,-65101000.00,57905000.00,54106000.00,50630000.00,48692000.00,45023000.00,41153000.00,60957000.00,32314000.00,32310000.00,26677000.00,24811000.00,24155000.00,23922000.00,21342000.00,20838000.00,18620000.00,16758000.00,32896000.00,16122000.00,14754000.00,14462000.00,12978000.00,12952000.00,11465000.00,11345922.00,9650733.00,9596345.00,8783112.00,8394891.00,7921176.00,7892976.00,6432894.00,6432894.00,6434690.00,6102159.00,5428566.00,5427336.00,5429156.00,4574418.00,4157277.00,4713465.00,4713253.00,4079813.00,4079813.00,4081972.00,4081973.00,5154374.00,5152324.00,5141274.00,4396238.00,4363977.00,4350242.00,4270127.00,4258531.00,4250468.00,4232404.00,4238600.00,4214346.00,4233602.00,4126518.00,4127341.00,4111893.00,4132076.00,4110767.00,4097710.00,4102244.00,4102505.00,4088374.00,4089854.00,4080052.00,3520096.00,3499731.00,3462965.00,3463492.00,3447328.00,3447327.00,2499153.00,2473388.00,2356156.00,2356156.00,2355006.00,2355006.00,2341591.00,2341592.00,2341591.00,2341591.00,2331379.00,2331379.00,2331379.00,2333219.00,2317670.00,2400000.00,2300000.00,2300000.00,2300000.00,2300000.00,2300000.00,2300000.00,2300000.00,2300000.00,2200000.00,1500000.00,1500000.00,1500000.00,1400000.00,1500000.00,1500000.00,2300000.00,700000.00,1400000.00,1500000.00,1700000.00,,,
changeToInventory,,,,,,,,,,,24695000.00,-1114000.00,,,,4911000.00,,,,1561000.00,0.00,-1036000.00,-604000.00,1245000.00,71000.00,309000.00,21000.00,-637000.00,2049840.00,-1551949.00,1277109.00,-1674717.00,1789337.00,845661.00,-916295.00,334759.00,63877.00,-636644.00,834736.00,-550150.00,30671.00,-32037.00,-93107.00,-1020804.00,10871.00,7536.00,-260676.00,259766.00,201212.00,22816.00,29247.00,-40643.00,42475.00,-40784.00,-906.00,28959.00,-6522.00,-8191.00,-254030.00,,,24077124.00,23101307.00,25679940.00,23034814.00,23234712.00,22659541.00,24835785.00,23102012.00,23243665.00,22908635.00,25436457.00,23238003.00,24307773.00,23843337.00,26128296.00,22993719.00,10781324.00,9504584.00,11884311.00,10381096.00,10042972.00,9282919.00,10084257.00,9282712.00,9410003.00,9439463.00,10483814.00,10075973.00,10270882.00,9071604.00,10886555.00,9049765.00,9656435.00,9268852.00,10807365.00,9400000.00,,9600000.00,,,,21300000.00,19375698.00,,,41000000.00,32383290.00,,,,,,,,,,,
