,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-09-30,2000-06-30,2000-03-31,1999-12-31,1999-09-30,1999-06-30,1999-03-31,1998-12-31,1998-09-30,1998-06-30,1998-03-31,1997-12-31,1997-09-30,1997-06-30,1997-03-31,1996-12-31,1996-09-30,1996-06-30,1996-03-31,1995-12-31,1995-09-30,1995-06-30,1995-03-31,1994-12-31,1994-09-30,1994-06-30,1994-03-31,1993-12-31,1993-09-30,1993-06-30,1993-03-31,1992-12-31,1992-09-30,1992-06-30,1992-03-31,1991-12-31,1991-09-30,1991-06-30,1991-03-31,1990-12-31,1990-09-30,1990-06-30,1990-03-31
stockBasedCompensation,362000000.00,127000000.00,,,,,,2138000000.00,-18000000.00,840000000.00,495000000.00,-75000000.00,996000000.00,227000000.00,9000000.00,394000000.00,54000000.00,179000000.00,21000000.00,73000000.00,133000000.00,10000000.00,-616000000.00,928000000.00,74000000.00,168000000.00,175000000.00,1264000000.00,114000000.00,1071000000.00,109000000.00,361000000.00,281000000.00,13000000.00,55000000.00,117000000.00,-266000000.00,65000000.00,316000000.00,390000000.00,264000000.00,162000000.00,132000000.00,-23000000.00,1890000000.00,-85000000.00,38000000.00,-519000000.00,312000000.00,73000000.00,25000000.00,993000000.00,200000000.00,-15000000.00,17000000.00,172000000.00,-12000000.00,-3000000.00,-100000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherNonCashItems,50000000.00,250000000.00,165000000.00,1478000000.00,144000000.00,619000000.00,211000000.00,-69000000.00,92000000.00,10000000.00,77000000.00,71000000.00,225000000.00,17000000.00,8000000.00,64000000.00,135000000.00,44000000.00,99000000.00,85000000.00,75000000.00,-184000000.00,72000000.00,85000000.00,-33000000.00,51000000.00,43000000.00,62000000.00,27000000.00,82000000.00,-3000000.00,-45000000.00,-20000000.00,16000000.00,54000000.00,-44000000.00,89000000.00,18000000.00,79000000.00,74000000.00,28000000.00,-40000000.00,94000000.00,-60000000.00,-40000000.00,90000000.00,-40000000.00,84000000.00,154000000.00,-5000000.00,-84000000.00,-88000000.00,-27000000.00,-68000000.00,26000000.00,-93000000.00,69000000.00,-94000000.00,41000000.00,666000000.00,614000000.00,191000000.00,,2860000000.00,,-7000000.00,2439000000.00,,,,1485000000.00,-377000000.00,,,377000000.00,199000000.00,342000000.00,393000000.00,225000000.00,1602000000.00,,442000000.00,330000000.00,4723000000.00,345000000.00,,,1013000000.00,,,,388000000.00,1000000.00,,,180000000.00,,12000000.00,9000000.00,83000000.00,-9000000.00,58000000.00,12000000.00,51000000.00,4000000.00,34000000.00,-13000000.00,5000000.00,12000000.00,10000000.00,11000000.00,15700000.00,4600000.00,28100000.00,10600000.00,8100000.00,14500000.00,11500000.00,8300000.00,,,,,,,,,,,,,,,,
freeCashFlow,-777000000.00,-1283000000.00,-926000000.00,-774000000.00,-268000000.00,-485000000.00,-309000000.00,-59000000.00,240000000.00,-216000000.00,-179000000.00,143000000.00,854000000.00,61000000.00,-203000000.00,-86000000.00,203000000.00,-242000000.00,186000000.00,133000000.00,169000000.00,-100000000.00,20000000.00,210000000.00,271000000.00,-398000000.00,229000000.00,127000000.00,304000000.00,108000000.00,,8000000.00,396000000.00,-396000000.00,-182000000.00,-52000000.00,282000000.00,-277000000.00,-178000000.00,17000000.00,391000000.00,247000000.00,72000000.00,-3000000.00,505000000.00,95000000.00,68000000.00,-22000000.00,315000000.00,135000000.00,26000000.00,316000000.00,470000000.00,223000000.00,191000000.00,-441000000.00,456000000.00,-124000000.00,-198000000.00,-287000000.00,206000000.00,-432000000.00,-162000000.00,-188000000.00,203000000.00,-188000000.00,182000000.00,182000000.00,412000000.00,45000000.00,357000000.00,67000000.00,349000000.00,67000000.00,249000000.00,161000000.00,286000000.00,22000000.00,211000000.00,206000000.00,44000000.00,4000000.00,160000000.00,-48000000.00,-329000000.00,-205000000.00,-26000000.00,-526000000.00,-904000000.00,-161000000.00,109000000.00,-645000000.00,-1062000000.00,54000000.00,-38000000.00,-339000000.00,-159000000.00,-84000000.00,-55000000.00,130000000.00,-175000000.00,204000000.00,-148000000.00,-85000000.00,-122000000.00,-24000000.00,-87000000.00,-147000000.00,-40000000.00,-137000000.00,,48900000.00,5800000.00,17600000.00,-33300000.00,38400000.00,45800000.00,34000000.00,35600000.00,,,,,,,,,,,,,,,,
researchDevelopment,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effectOfAccountingCharges,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incomeBeforeTax,414000000.00,324000000.00,265000000.00,-890000000.00,617000000.00,-160000000.00,264000000.00,-1529000000.00,586000000.00,-130000000.00,9000000.00,579000000.00,-516000000.00,105000000.00,320000000.00,105000000.00,424000000.00,118000000.00,354000000.00,346000000.00,332000000.00,342000000.00,998000000.00,25000000.00,347000000.00,240000000.00,160000000.00,-308000000.00,294000000.00,-22000000.00,160000000.00,237000000.00,166000000.00,384000000.00,335000000.00,434000000.00,606000000.00,418000000.00,118000000.00,-57000000.00,386000000.00,409000000.00,299000000.00,591000000.00,-1251000000.00,201000000.00,773000000.00,660000000.00,228000000.00,625000000.00,703000000.00,-443000000.00,381000000.00,532000000.00,580000000.00,461000000.00,627000000.00,586000000.00,669000000.00,744000000.00,313000000.00,1220000000.00,474000000.00,531000000.00,237000000.00,553000000.00,106000000.00,106000000.00,-279000000.00,317000000.00,272000000.00,167000000.00,387000000.00,167000000.00,259000000.00,140000000.00,211000000.00,126000000.00,138000000.00,155000000.00,66000000.00,99000000.00,113000000.00,-2635000000.00,-145000000.00,-107000000.00,298000000.00,356000000.00,5000000.00,173000000.00,163000000.00,307000000.00,186000000.00,154000000.00,252000000.00,185000000.00,85000000.00,105000000.00,-19000000.00,138000000.00,109000000.00,107000000.00,98000000.00,62000000.00,65000000.00,61000000.00,56000000.00,49000000.00,48000000.00,44000000.00,44000000.00,42400000.00,42100000.00,41200000.00,38300000.00,37000000.00,37100000.00,37700000.00,30000000.00,5300000.00,23100000.00,21800000.00,21100000.00,15200000.00,16700000.00,11900000.00,12000000.00,10400000.00,13600000.00,10000000.00,8700000.00,3300000.00,5900000.00,4400000.00,1900000.00
minorityInterest,-60000000.00,20000000.00,-38000000.00,83000000.00,25000000.00,-43000000.00,-56000000.00,698000000.00,142000000.00,2192000000.00,119000000.00,-129000000.00,-148000000.00,86000000.00,85000000.00,-116000000.00,-88000000.00,-50000000.00,79000000.00,680000000.00,-90000000.00,-128000000.00,-98000000.00,729000000.00,-109000000.00,-97000000.00,-125000000.00,453000000.00,-57000000.00,-95000000.00,52000000.00,172000000.00,-23000000.00,195000000.00,112000000.00,92000000.00,20000000.00,142000000.00,124000000.00,2000000.00,152000000.00,166000000.00,119000000.00,148000000.00,166000000.00,67000000.00,174000000.00,654000000.00,306000000.00,253000000.00,259000000.00,267000000.00,283000000.00,285000000.00,215000000.00,364000000.00,255000000.00,218000000.00,274000000.00,148000000.00,213000000.00,258000000.00,175000000.00,271000000.00,163000000.00,248000000.00,141000000.00,31000000.00,185000000.00,169000000.00,74000000.00,102000000.00,97000000.00,19000000.00,106000000.00,36000000.00,36000000.00,74000000.00,53000000.00,33000000.00,36000000.00,20000000.00,21000000.00,-20000000.00,20000000.00,0.00,0.00,47000000.00,-26000000.00,26000000.00,30000000.00,55000000.00,34000000.00,17000000.00,18000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sellingGeneralAdministrative,64000000.00,75000000.00,55000000.00,58000000.00,51000000.00,46000000.00,52000000.00,36000000.00,39000000.00,45000000.00,46000000.00,46000000.00,41000000.00,40000000.00,38000000.00,60000000.00,41000000.00,49000000.00,46000000.00,58000000.00,43000000.00,35000000.00,56000000.00,60000000.00,52000000.00,49000000.00,54000000.00,59000000.00,40000000.00,47000000.00,48000000.00,46000000.00,45000000.00,50000000.00,55000000.00,39000000.00,45000000.00,52000000.00,51000000.00,37000000.00,63000000.00,59000000.00,61000000.00,301000000.00,64000000.00,74000000.00,87000000.00,391000000.00,91000000.00,97000000.00,95000000.00,339000000.00,98000000.00,101000000.00,82000000.00,263000000.00,82000000.00,88000000.00,85000000.00,84000000.00,90000000.00,89000000.00,99000000.00,305000000.00,93000000.00,58000000.00,56000000.00,125000000.00,66000000.00,59000000.00,55000000.00,45000000.00,49000000.00,45000000.00,49000000.00,52000000.00,40000000.00,42000000.00,48000000.00,60000000.00,36000000.00,32000000.00,29000000.00,44000000.00,12000000.00,28000000.00,28000000.00,33000000.00,19000000.00,46000000.00,22000000.00,16000000.00,21000000.00,19000000.00,29000000.00,27000000.00,13000000.00,15000000.00,16000000.00,14000000.00,15000000.00,12000000.00,15000000.00,20000000.00,10000000.00,6000000.00,9000000.00,12000000.00,8000000.00,6000000.00,9000000.00,,7700000.00,6500000.00,7500000.00,,8900000.00,6600000.00,6300000.00,,,,,,,,,,,,,,,,
sellingAndMarketingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000000.00,,,,283000000.00,,,,226000000.00,,,,173000000.00,,,,,,9000000.00,,190000000.00,,30000000.00,29000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grossProfit,918000000.00,498000000.00,594000000.00,563000000.00,892000000.00,563000000.00,530000000.00,559000000.00,760000000.00,728000000.00,664000000.00,906000000.00,756000000.00,524000000.00,507000000.00,560000000.00,701000000.00,502000000.00,586000000.00,646000000.00,671000000.00,600000000.00,656000000.00,490000000.00,711000000.00,670000000.00,593000000.00,662000000.00,688000000.00,574000000.00,504000000.00,718000000.00,673000000.00,754000000.00,721000000.00,708000000.00,767000000.00,819000000.00,794000000.00,644000000.00,937000000.00,918000000.00,755000000.00,940000000.00,1004000000.00,692000000.00,1078000000.00,1115000000.00,1020000000.00,1019000000.00,1016000000.00,1011000000.00,985000000.00,982000000.00,1000000000.00,757000000.00,1008000000.00,847000000.00,883000000.00,3460000000.00,4345000000.00,1710000000.00,1046000000.00,-4502000000.00,3471000000.00,1349000000.00,3129000000.00,3129000000.00,974000000.00,919000000.00,2973000000.00,526000000.00,0.00,2668000000.00,806000000.00,2543000000.00,731000000.00,648000000.00,680000000.00,2087000000.00,654000000.00,491000000.00,602000000.00,2134000000.00,590000000.00,440000000.00,729000000.00,711000000.00,506000000.00,461000000.00,624000000.00,1075000000.00,453000000.00,335000000.00,419000000.00,589000000.00,245000000.00,219000000.00,289000000.00,289000000.00,285000000.00,210000000.00,223000000.00,187000000.00,131000000.00,117000000.00,109000000.00,125000000.00,97000000.00,220000000.00,88000000.00,88900000.00,87600000.00,79000000.00,78100000.00,78600000.00,77900000.00,79700000.00,70900000.00,131100000.00,129200000.00,128800000.00,129500000.00,117200000.00,107600000.00,87200000.00,89000000.00,87000000.00,92300000.00,81300000.00,72900000.00,50000000.00,55100000.00,51000000.00,34000000.00
reconciledDepreciation,286000000.00,277000000.00,273000000.00,253000000.00,266000000.00,264000000.00,270000000.00,261000000.00,257000000.00,263000000.00,275000000.00,265000000.00,264000000.00,271000000.00,268000000.00,271000000.00,262000000.00,266000000.00,246000000.00,233000000.00,258000000.00,258000000.00,254000000.00,285000000.00,303000000.00,290000000.00,291000000.00,299000000.00,291000000.00,296000000.00,290000000.00,264000000.00,283000000.00,299000000.00,298000000.00,308000000.00,312000000.00,319000000.00,306000000.00,312000000.00,321000000.00,332000000.00,329000000.00,356000000.00,332000000.00,346000000.00,360000000.00,315000000.00,325000000.00,317000000.00,305000000.00,302000000.00,292000000.00,291000000.00,293000000.00,282000000.00,269000000.00,253000000.00,245000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebit,998000000.00,564000000.00,658000000.00,475000000.00,939000000.00,605000000.00,548000000.00,717000000.00,793000000.00,935000000.00,680000000.00,919000000.00,781000000.00,397000000.00,494000000.00,458000000.00,741000000.00,535000000.00,618000000.00,546000000.00,707000000.00,645000000.00,677000000.00,405000000.00,754000000.00,718000000.00,641000000.00,661000000.00,768000000.00,667000000.00,588000000.00,849000000.00,783000000.00,842000000.00,752000000.00,798000000.00,784000000.00,842000000.00,816000000.00,673000000.00,969000000.00,923000000.00,761000000.00,973000000.00,1029000000.00,701000000.00,1082000000.00,1114000000.00,1032000000.00,1019000000.00,1016000000.00,1002000000.00,984000000.00,691000000.00,1027000000.00,746000000.00,1019000000.00,849000000.00,896000000.00,2181000000.00,865000000.00,-3240000000.00,-3204000000.00,7225000000.00,-2724000000.00,800000000.00,432000000.00,106000000.00,-2242000000.00,-2178000000.00,851000000.00,481000000.00,387000000.00,167000000.00,735000000.00,693000000.00,701000000.00,575000000.00,637000000.00,655000000.00,487000000.00,-1757000000.00,-1650000000.00,-3672000000.00,-1810000000.00,353000000.00,644000000.00,678000000.00,450000000.00,415000000.00,508000000.00,477000000.00,432000000.00,316000000.00,390000000.00,276000000.00,232000000.00,204000000.00,310000000.00,163000000.00,153000000.00,125000000.00,119000000.00,54000000.00,65000000.00,75000000.00,62000000.00,71000000.00,75000000.00,69000000.00,65000000.00,62300000.00,65100000.00,60600000.00,58600000.00,57600000.00,58200000.00,62300000.00,54000000.00,,,,,,,,,,,,,,,,
ebitda,1284000000.00,841000000.00,931000000.00,728000000.00,1205000000.00,869000000.00,818000000.00,978000000.00,1050000000.00,1198000000.00,955000000.00,1184000000.00,1045000000.00,668000000.00,762000000.00,729000000.00,1003000000.00,801000000.00,864000000.00,779000000.00,965000000.00,903000000.00,931000000.00,690000000.00,1057000000.00,1008000000.00,932000000.00,960000000.00,1059000000.00,963000000.00,878000000.00,1113000000.00,1066000000.00,1141000000.00,1050000000.00,1106000000.00,1096000000.00,1161000000.00,1122000000.00,985000000.00,1290000000.00,1255000000.00,1090000000.00,1329000000.00,1361000000.00,1047000000.00,1442000000.00,1429000000.00,1357000000.00,1336000000.00,1321000000.00,1304000000.00,1276000000.00,982000000.00,1320000000.00,1028000000.00,1288000000.00,1102000000.00,1141000000.00,2422000000.00,1125000000.00,-2000000.00,832000000.00,1501000000.00,768000000.00,542000000.00,292000000.00,292000000.00,1514000000.00,885000000.00,898000000.00,394000000.00,863000000.00,394000000.00,959000000.00,925000000.00,911000000.00,774000000.00,837000000.00,747000000.00,451000000.00,228000000.00,504000000.00,-852000000.00,308000000.00,416000000.00,591000000.00,574000000.00,484000000.00,306000000.00,471000000.00,339000000.00,329000000.00,217000000.00,272000000.00,146000000.00,249000000.00,163000000.00,370000000.00,211000000.00,226000000.00,155000000.00,164000000.00,115000000.00,84000000.00,94000000.00,77000000.00,74000000.00,80000000.00,212000000.00,74000000.00,74000000.00,76800000.00,69000000.00,68300000.00,65500000.00,65800000.00,70900000.00,61300000.00,131100000.00,129200000.00,128800000.00,129500000.00,117200000.00,107600000.00,87200000.00,89000000.00,87000000.00,92300000.00,81300000.00,72900000.00,50000000.00,55100000.00,51000000.00,34000000.00
depreciationAndAmortization,286000000.00,277000000.00,273000000.00,253000000.00,266000000.00,264000000.00,270000000.00,261000000.00,257000000.00,263000000.00,275000000.00,265000000.00,264000000.00,271000000.00,268000000.00,271000000.00,262000000.00,266000000.00,246000000.00,233000000.00,258000000.00,258000000.00,254000000.00,285000000.00,303000000.00,290000000.00,291000000.00,299000000.00,291000000.00,296000000.00,290000000.00,264000000.00,283000000.00,299000000.00,298000000.00,308000000.00,312000000.00,319000000.00,306000000.00,312000000.00,321000000.00,332000000.00,329000000.00,356000000.00,332000000.00,346000000.00,360000000.00,315000000.00,325000000.00,317000000.00,305000000.00,302000000.00,292000000.00,291000000.00,293000000.00,282000000.00,269000000.00,253000000.00,245000000.00,241000000.00,260000000.00,3238000000.00,4036000000.00,-5724000000.00,3492000000.00,-258000000.00,-140000000.00,,3756000000.00,3063000000.00,47000000.00,-87000000.00,,,224000000.00,232000000.00,210000000.00,199000000.00,200000000.00,92000000.00,-36000000.00,1985000000.00,2154000000.00,2820000000.00,2118000000.00,63000000.00,-53000000.00,-104000000.00,34000000.00,-109000000.00,-37000000.00,-138000000.00,-103000000.00,-99000000.00,-118000000.00,-130000000.00,17000000.00,-41000000.00,60000000.00,48000000.00,73000000.00,30000000.00,45000000.00,61000000.00,19000000.00,19000000.00,15000000.00,3000000.00,5000000.00,143000000.00,9000000.00,11700000.00,11700000.00,8400000.00,9700000.00,7900000.00,7600000.00,8600000.00,7300000.00,,,,,,,,,,,,,,,,
nonOperatingIncomeNetOther,,49000000.00,86000000.00,-84000000.00,86000000.00,118000000.00,24000000.00,-1627000000.00,173000000.00,292000000.00,75000000.00,62000000.00,-188000000.00,-150000000.00,68000000.00,-213000000.00,-51000000.00,55000000.00,55000000.00,39000000.00,58000000.00,143000000.00,686000000.00,-6000000.00,96000000.00,47000000.00,100000000.00,107000000.00,85000000.00,85000000.00,222000000.00,248000000.00,244000000.00,26000000.00,59000000.00,104000000.00,283000000.00,41000000.00,-64000000.00,-11000000.00,13000000.00,-97000000.00,41000000.00,20000000.00,135000000.00,-3000000.00,233000000.00,74000000.00,-65000000.00,133000000.00,144000000.00,99000000.00,224000000.00,159000000.00,72000000.00,,126000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
operatingIncome,1772000000.00,564000000.00,658000000.00,475000000.00,939000000.00,605000000.00,548000000.00,-598000000.00,550000000.00,683000000.00,618000000.00,860000000.00,715000000.00,484000000.00,469000000.00,500000000.00,660000000.00,453000000.00,540000000.00,581000000.00,628000000.00,565000000.00,600000000.00,445000000.00,644000000.00,621000000.00,539000000.00,551000000.00,648000000.00,527000000.00,456000000.00,672000000.00,628000000.00,704000000.00,666000000.00,669000000.00,722000000.00,767000000.00,743000000.00,607000000.00,874000000.00,859000000.00,694000000.00,864000000.00,940000000.00,618000000.00,991000000.00,1007000000.00,929000000.00,922000000.00,921000000.00,898000000.00,887000000.00,881000000.00,918000000.00,667000000.00,926000000.00,466000000.00,505000000.00,9572000000.00,846000000.00,-3240000000.00,-3204000000.00,7225000000.00,-2724000000.00,800000000.00,432000000.00,432000000.00,-2242000000.00,-2178000000.00,851000000.00,481000000.00,850000000.00,481000000.00,-1912000000.00,-1881000000.00,-1732000000.00,-1689000000.00,631000000.00,655000000.00,487000000.00,-1757000000.00,-1650000000.00,-3672000000.00,-1810000000.00,353000000.00,644000000.00,678000000.00,450000000.00,415000000.00,508000000.00,477000000.00,432000000.00,316000000.00,390000000.00,276000000.00,232000000.00,204000000.00,213000000.00,226000000.00,197000000.00,168000000.00,161000000.00,101000000.00,93000000.00,89000000.00,78000000.00,71000000.00,75000000.00,69000000.00,65000000.00,62300000.00,65100000.00,60600000.00,58600000.00,57600000.00,58200000.00,62300000.00,54000000.00,131100000.00,129200000.00,128800000.00,129500000.00,117200000.00,107600000.00,87200000.00,89000000.00,87000000.00,92300000.00,81300000.00,72900000.00,50000000.00,55100000.00,51000000.00,34000000.00
otherOperatingExpenses,2580000000.00,2604000000.00,2700000000.00,2535000000.00,2786000000.00,2581000000.00,2374000000.00,2247000000.00,2315000000.00,2017000000.00,2017000000.00,1700000000.00,1830000000.00,1733000000.00,1869000000.00,1931000000.00,1965000000.00,2030000000.00,2110000000.00,2034000000.00,2209000000.00,1972000000.00,2140000000.00,509000000.00,2988000000.00,2849000000.00,2953000000.00,2941000000.00,2894000000.00,2702000000.00,3015000000.00,2728000000.00,3093000000.00,3154000000.00,3318000000.00,3463000000.00,3719000000.00,3544000000.00,3519000000.00,3176000000.00,3129000000.00,3209000000.00,3571000000.00,3758000000.00,3647000000.00,3574000000.00,3749000000.00,3150000000.00,3452000000.00,3622000000.00,3343000000.00,3506000000.00,3264000000.00,3140000000.00,3194000000.00,2741000000.00,2912000000.00,2736000000.00,2580000000.00,2791000000.00,3499000000.00,3240000000.00,3204000000.00,2954000000.00,2724000000.00,2544000000.00,2697000000.00,2697000000.00,2242000000.00,2178000000.00,2122000000.00,2187000000.00,1932000000.00,2187000000.00,1912000000.00,1881000000.00,1732000000.00,1689000000.00,1626000000.00,1432000000.00,1835000000.00,1757000000.00,1650000000.00,3672000000.00,1810000000.00,1778000000.00,2075000000.00,1621000000.00,1818000000.00,1800000000.00,2037000000.00,1439000000.00,1329000000.00,1222000000.00,1086000000.00,852000000.00,615000000.00,436000000.00,425000000.00,420000000.00,415000000.00,397000000.00,414000000.00,430000000.00,265000000.00,172000000.00,183000000.00,213000000.00,130000000.00,105000000.00,107000000.00,110600000.00,109000000.00,106700000.00,78900000.00,77500000.00,78200000.00,73700000.00,71200000.00,,,,,,,,,,,,,,,,
interestExpense,326000000.00,310000000.00,330000000.00,304000000.00,276000000.00,279000000.00,258000000.00,242000000.00,242000000.00,237000000.00,190000000.00,297000000.00,290000000.00,218000000.00,233000000.00,262000000.00,250000000.00,273000000.00,265000000.00,257000000.00,255000000.00,263000000.00,281000000.00,136000000.00,353000000.00,333000000.00,348000000.00,345000000.00,354000000.00,390000000.00,364000000.00,375000000.00,388000000.00,310000000.00,363000000.00,385000000.00,390000000.00,323000000.00,373000000.00,417000000.00,357000000.00,346000000.00,377000000.00,370000000.00,401000000.00,385000000.00,416000000.00,425000000.00,432000000.00,396000000.00,351000000.00,359000000.00,387000000.00,394000000.00,393000000.00,320000000.00,421000000.00,383000000.00,391000000.00,1844000000.00,458000000.00,412000000.00,435000000.00,1763000000.00,453000000.00,432000000.00,418000000.00,440000000.00,488000000.00,442000000.00,434000000.00,475000000.00,447000000.00,475000000.00,467000000.00,493000000.00,470000000.00,460000000.00,493000000.00,451000000.00,504000000.00,589000000.00,582000000.00,434000000.00,554000000.00,528000000.00,460000000.00,367000000.00,372000000.00,372000000.00,405000000.00,352000000.00,337000000.00,261000000.00,264000000.00,,,,,,126000000.00,,,,,,,,38000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,
taxProvision,109000000.00,-2000000.00,72000000.00,79000000.00,145000000.00,-19000000.00,60000000.00,-208000000.00,126000000.00,-59000000.00,8000000.00,161000000.00,-147000000.00,113000000.00,89000000.00,50000000.00,130000000.00,57000000.00,115000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interestIncome,144000000.00,131000000.00,123000000.00,119000000.00,168000000.00,95000000.00,75000000.00,158000000.00,71000000.00,166000000.00,68000000.00,70000000.00,224000000.00,64000000.00,70000000.00,76000000.00,81000000.00,82000000.00,190000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netInterestIncome,-182000000.00,-179000000.00,-207000000.00,-185000000.00,-176000000.00,-184000000.00,-183000000.00,-156000000.00,-171000000.00,-164000000.00,-122000000.00,-227000000.00,-226000000.00,-154000000.00,-163000000.00,-186000000.00,-169000000.00,-191000000.00,-186000000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extraordinaryItems,,,,0.00,0.00,0.00,,0.00,0.00,4000000.00,,,,3000000.00,,,,1000000.00,,-12000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21000000.00,-21000000.00,21000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42000000.00,1000000.00,0.00,0.00,0.00,-127000000.00,127000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
