,2023-09-30,2023-06-30,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2001-03-31,2000-12-31,2000-09-30,2000-06-30,2000-03-31,1999-12-31
totalCashflowsFromInvestingActivities,,-670790.00,-318580.00,-1728850.00,-548129.00,-539864.00,-408612.00,-582260.00,-775140.00,-753687.00,-684063.00,-568402.00,-163816.00,-224903.00,-800597.00,-1158563.00,-2593210.00,-1923730.00,-828410.00,-2321734.86,-1719027.51,-8714630.00,-3469002.00,-10209687.52,-1751466.14,-5126654.07,-1606532.71,-4111194.37,0.00,0.00,0.00,-3152089.44,0.00,0.00,0.00,-5691614.32,0.00,0.00,0.00,-7718619.98,0.00,0.00,0.00,0.00,0.00,254695.64,2241622.93,1375894.87,323778.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10898.44,0.00,0.00,0.00,154558.54,177763.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
netBorrowings,,,,,-31331.00,-31331.00,-23504.00,-30916.00,-34127.00,-33330.00,-32550.00,-31789.00,-31045.00,-30320.00,789566.00,749584.00,772538.00,-26821.00,-19572.00,-14351.08,-11923.43,-19572.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
totalCashFromFinancingActivities,-32156.00,-32155.00,-31331.00,-31331.00,-31331.00,-31331.00,-30916.00,-30916.00,-34127.00,-115432.00,12224883.00,-136870.00,2006464.00,-44245.00,2808215.00,749584.00,772538.00,-26821.00,-19572.00,-8367.00,-95411.00,8941497.00,8941497.00,1758682.00,-31400.00,16206899.00,4172880.00,14800.00,7138887.00,4239300.00,0.00,3263377.00,-3000000.00,4135115.66,5165576.00,5060666.04,5759250.00,121500.00,43861.00,43861.00,993884.00,4216000.00,81550.00,1269905.26,1160000.00,100000.00,1678200.00,1678200.00,269900.00,4682999.00,631343.00,627550.00,9079840.00,1099866.00,365135.00,2491115.00,195473.25,179738.56,145320.00,145320.00,145967.00,513172.07,523583.00,212538.00,242000.00,333849.00,309506.00,1114831.00,402232.00,9065152.00,3367765.00,6072029.00,1043511.00,91131.00,21250.00,49930.00,1238791.00,213245.00,569461.00,3963066.00,1593187.00,89692.00,1329155.00,1329155.00,-30662.00,1080112.00,0.00,-72500.00,72500.00,0.00,0.00,-72500.00,74750.00,380000.00,0.00,0.00
changeToOperatingActivities,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,-113569.55,0.00,0.00,0.00,-116422.83,0.00,0.00,0.00,20568.60,0.00,0.00,0.00,-412019.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
changeInCash,-246720.00,-810600.00,-929327.00,-610210.00,-821802.00,-986966.00,-1194925.00,-1194925.00,-1016525.00,-1559741.00,11406869.00,-912866.00,1701477.00,-727319.00,1561192.00,-461322.00,-343074.00,-1643289.00,-1720681.00,-3538023.00,-3657132.00,4838.00,-4063637.00,-825065.00,-2801470.00,8947400.00,1243663.00,-2764137.00,5332812.00,2888831.00,-1910278.00,1639368.00,-4912210.00,-1791624.00,3114646.00,-2523772.00,2688807.00,-1781479.00,-2597086.00,-2597086.00,-967980.00,1830742.00,-2758311.00,-1793080.00,-1691903.00,-2843644.00,1209954.00,1209954.00,1053938.00,4708428.00,-1875993.00,-1752618.00,5399949.00,-129414.00,-572756.00,1924013.00,-352085.00,146113.00,-780796.00,-780796.00,-704741.00,-683006.00,-61267.00,-656155.00,254230.00,-1432010.00,-2378261.00,287043.00,-878695.00,8551913.00,2875645.00,4513335.00,297366.00,-598283.00,-377074.00,-681408.00,267793.00,-167389.00,-132204.00,3079462.00,1234957.00,-400299.00,507063.00,507063.00,-465142.00,-133954.00,782900.00,152817.00,15464.00,-15720.00,-166060.00,-12101.00,-46860.00,208891.00,-67456.00,0.00
beginPeriodCashFlow,4918149.00,5728749.00,6658076.00,7268286.00,8090088.00,9077054.00,11365301.00,11365301.00,12381826.00,13941567.00,2534698.00,3447564.00,1746087.00,2473406.00,912214.00,1373536.00,1716610.00,3359899.00,5080580.00,8618603.00,12275735.00,12270897.00,16334534.00,17159599.00,19961069.00,11013669.00,9770006.00,12534143.00,7201331.00,4312500.00,6222778.00,4583410.00,9495620.00,11287244.00,8172598.00,10696370.00,8007563.00,9789042.00,14591859.00,14591859.00,15559839.00,13729097.00,16487408.00,18280488.00,19972391.00,22816035.00,19974205.00,19974205.00,18920267.00,14211839.00,16087832.00,17840450.00,12440501.00,12569915.00,13142671.00,11218658.00,11570743.00,11424630.00,13099746.00,13099746.00,13804487.00,14487493.00,14548760.00,15240915.00,14986685.00,16418695.00,18796956.00,18509913.00,19388608.00,10836695.00,7961050.00,3447715.00,3150349.00,3748632.00,4125706.00,4807114.00,4539321.00,4706710.00,4838914.00,1759452.00,524495.00,924794.00,457904.00,457904.00,923046.00,1057000.00,274100.00,121283.00,105819.00,121539.00,287599.00,299700.00,346560.00,137669.00,205125.00,
endPeriodCashFlow,4671429.00,4918149.00,5728749.00,6658076.00,7268286.00,8090088.00,10170376.00,10170376.00,11365301.00,12381826.00,13941567.00,2534698.00,3447564.00,1746087.00,2473406.00,912214.00,1373536.00,1716610.00,3359899.00,5080580.00,8618603.00,12275735.00,12270897.00,16334534.00,17159599.00,19961069.00,11013669.00,9770006.00,12534143.00,7201331.00,4312500.00,6222778.00,4583410.00,9495620.00,11287244.00,8172598.00,10696370.00,8007563.00,11994773.00,11994773.00,14591859.00,15559839.00,13729097.00,16487408.00,18280488.00,19972391.00,21184159.00,21184159.00,19974205.00,18920267.00,14211839.00,16087832.00,17840450.00,12440501.00,12569915.00,13142671.00,11218658.00,11570743.00,12318950.00,12318950.00,13099746.00,13804487.00,14487493.00,14584760.00,15240915.00,14986685.00,16418695.00,18796956.00,18509913.00,19388608.00,10836695.00,7961050.00,3447715.00,3150349.00,3748632.00,4125706.00,4807114.00,4539321.00,4706710.00,4838914.00,1759452.00,524495.00,964967.00,964967.00,457904.00,923046.00,1057000.00,274100.00,121283.00,105819.00,121539.00,287599.00,299700.00,346560.00,137669.00,205125.00
totalCashFromOperatingActivities,-226864.00,-426242.00,-579413.00,-346638.00,-242342.00,-415771.00,-581749.00,-581749.00,-207258.00,-690622.00,-133951.00,-207594.00,-141171.00,-458171.00,-446426.00,-52343.00,-446137.00,-521144.00,-872701.00,-363274.00,-739983.00,-222029.00,-594635.00,-752087.00,-579161.00,-612792.00,-790440.00,-332749.00,-248819.00,-739170.00,-1000398.00,-550396.00,-1115774.00,-755720.00,-594076.00,-982384.00,-441001.00,-781105.00,388220.00,388220.00,-180743.00,-1002750.00,-833167.00,-193907.00,-958669.00,-981470.00,-1530467.00,-1530467.00,-687020.00,-685282.00,-665877.00,-1209676.00,759239.00,-441867.00,-341369.00,-407347.00,-369258.00,363934.00,-500122.00,-500122.00,-296306.00,-136308.00,-328244.00,-676353.00,804868.00,-1576437.00,-780628.00,198570.00,-281978.00,-374647.00,-285788.00,-2155707.00,836642.00,-151800.00,-105331.00,-315010.00,-272973.00,-226335.00,-397797.00,-445852.00,32233.00,-309042.00,-508277.00,-508277.00,-288770.00,-594360.00,535920.00,-184079.00,6763.00,-98091.00,-21354.00,21356.00,68009.00,-298935.00,-78646.00,0.00
issuanceOfCapitalStock,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
depreciation,28215.00,28216.00,28212.00,28957.00,28939.00,28941.00,34631.00,34631.00,34584.00,34477.00,34425.00,35330.00,35301.00,35255.00,35110.00,36450.00,36449.00,36389.00,36343.00,7304.00,7188.00,6918.00,6867.00,7473.00,7281.00,7183.00,6337.00,6533.00,7222.00,6848.00,6436.00,11139.00,23571.00,48388.00,48388.00,61773.00,61774.00,61076.00,76918.00,76918.00,75546.00,75463.00,75463.00,90906.00,90140.00,73761.00,97001.00,97001.00,60532.00,57491.00,56037.00,82899.00,37636.00,36078.00,32967.00,43288.00,42816.00,42039.00,35781.00,35781.00,54518.00,53481.00,51977.00,54394.00,54589.00,57018.00,52788.00,67392.00,56754.00,54402.00,52865.00,61738.00,34300.00,35186.00,18253.00,15801.00,15688.00,16706.00,12131.00,10238.00,11613.00,9110.00,18722.00,18722.00,9140.00,7826.00,7478.00,6417.00,6350.00,6256.00,7859.00,6563.00,6563.00,6563.00,6563.00,0.00
otherCashflowsFromInvestingActivities,,,,,,,,,,,,,,,,,,0.00,0.00,-7694900.00,0.00,0.00,,-2317575.93,0.00,0.00,0.00,-180122.79,0.00,0.00,0.00,493.46,0.00,0.00,0.00,118750.54,124118.22,130259.58,0.00,129572.63,0.00,0.00,0.00,97762.55,98747.84,19667.62,20185.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,367357.00,419915.45,0.00,0.00,0.00,0.00,0.00,0.00,4288.53,4481.49,4475.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,227634.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28899.84,30949.34,27048.96,85759.73
dividendsPaid,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
changeToInventory,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108387.42,113441.50,0.00,0.00,302763.27,258232.80,201914.94,315670.05,198357.96,202516.32,58155.26,0.00
changeToAccountReceivables,33932.00,-3545.00,31003.00,-7280.00,-40197.00,7798.00,99313.00,99313.00,38383.00,-114992.00,-3334.00,28416.00,19396.00,-54816.00,-7287.00,66118.00,-16923.00,101630.00,92874.00,-81714.00,-4843.00,150883.00,-99779.00,-113898.00,67748.00,42029.00,16056.00,-28976.00,98957.00,-56255.00,-11160.00,-247190.00,-70833.00,-130109.00,105483.00,-4825.00,15704.00,-38883.00,721243.00,721243.00,-8345.00,-116055.00,54990.00,-175575.00,-189152.00,-154191.00,-140306.00,-140306.00,-314504.00,-42572.00,-112624.00,-32492.00,-37615.00,-92381.00,326316.00,-102199.00,-126061.00,516828.00,-542120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19563.09,19540.16,0.00,0.00,0.00,0.00,0.00
salePurchaseOfStock,,,,0.00,0.00,0.00,0.00,12175330.00,12175330.00,-82102.00,12257430.00,4018300.00,4057570.00,-22425.00,2018650.00,,,0.00,0.00,6492887.52,5389115.52,0.00,,17592577.92,94651.85,12500500.58,3134440.02,8464852.66,0.00,0.00,0.00,5945640.49,0.00,0.00,0.00,5267618.97,0.00,0.00,0.00,5022399.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
otherCashflowsFromFinancingActivities,12300.00,-352203.00,-318583.00,-232241.00,-548129.00,-539864.00,-582260.00,-582260.00,-775140.00,-753687.00,564750.00,-18514.00,96957.00,8500.00,818360.00,777704.00,800000.00,-1095324.00,-828408.00,-8367.00,-95411.00,-8714630.00,-3469002.00,1758682.00,-31400.00,278375.00,976720.00,14800.00,7138887.00,147654.00,-909880.00,-1073613.00,-3000000.00,-1035904.00,-1456854.00,-1541388.00,-2629442.00,-1121874.00,-3029167.00,-3029167.00,-1781121.00,-1382508.00,-2006694.00,-1599173.00,-1893234.00,-1962174.00,1062221.00,1062221.00,1471058.00,710711.00,-1841459.00,-1170492.00,-4439130.00,-787413.00,-596522.00,-159755.00,17173.00,-217821.00,-425994.00,-425994.00,-554402.00,-546698.00,-256606.00,-192340.00,-792638.00,-189423.00,-1907138.00,-1026358.00,-998949.00,-138592.00,-206332.00,597013.00,-1582786.00,-537615.00,-292993.00,-416328.00,-698025.00,-154299.00,-303868.00,-437752.00,-390463.00,-180949.00,-313815.00,-313815.00,-145710.00,1080112.00,246980.00,-72500.00,72500.00,82371.00,-144706.00,39043.00,-189619.00,380000.00,11190.00,0.00
changeToNetincome,,,,,159334.00,469444.00,526102.00,-1294231.00,999912.00,84711.00,1087443.00,703411.00,-7074.00,681806.00,454452.00,52032.00,606057.00,-60486.00,153750.00,175157.65,39452.36,693100.00,312000.00,2148130.73,664961.23,157547.24,651896.64,1400930.20,0.00,0.00,0.00,-1298221.23,0.00,0.00,0.00,8261769.21,0.00,0.00,0.00,3168200.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54132.31,44343.01,0.00,0.00,0.00,0.00,0.00,0.00
capitalExpenditures,0,670790,318583,232241,548129,4536,2790897,2790897,775140,753687,684063,568402,163816,224903,800597,1158563,669475,1095324,828408,3166382,2821738,8714630,3469002,1831660,2190909,6646707,2138777,2446188,1557256,611299,909880,1074983,796436,1037220,1454851,1579447,2629442,1260803,3029167,3029167,1846814,1337840,2135654,1710555,2025601,1971104,1968766,1968766,1564817,1664741,1677617,1721411,2604687,1000967,653852,192537,93879,237696,421391,421391,1070255,877579,923207,1074023,861959,354270,2229393,1156832,1145025,500571,418648,436979,833435,587748,405469,712165,409651,307681,165712,407315,563647,66268,706024,706024,124480,161444,82430,119516,159040,57721,137343,55088,177525,80174,179747,370703.37
changeReceivables,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cashFlowsOtherOperating,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exchangeRateChanges,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cashAndCashEquivalentsChanges,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changeInWorkingCapital,-45224.00,26793.00,-111123.00,100668.00,-304158.00,12219.00,177553.00,177553.00,12862.00,-326736.00,175043.00,108050.00,49650.00,-264647.00,9362.00,477130.00,10758.00,49253.00,-114995.00,214043.00,-180890.00,252658.00,-31082.00,-100449.00,42522.00,-3898.00,-104751.00,222045.00,181197.00,-318509.00,-291974.00,-263652.00,-114649.00,-260753.00,335951.00,-137347.00,140834.00,-330893.00,1070604.00,1070604.00,341514.00,-537299.00,-186657.00,731283.00,-358031.00,-425382.00,-658322.00,-658322.00,-214656.00,-31076.00,-76580.00,-949688.00,1202303.00,-181555.00,269050.00,183705.00,-275470.00,367857.00,-814221.00,-814221.00,242916.00,368533.00,-95320.00,-204539.00,1241810.00,-1010957.00,-196574.00,331844.00,-258906.00,31012.00,-24132.00,-676766.00,378461.00,85878.00,35487.00,-51711.00,69711.00,-16320.00,-138252.00,-141912.00,279382.00,-132898.00,-69547.00,-69547.00,-210572.00,-602731.00,799648.00,-413.00,66662.00,-15364.00,28217.00,70237.00,109394.00,-248505.00,-12322.00,
stockBasedCompensation,370350.00,276500.00,96000.00,328550.00,0.00,800800.00,348750.00,0.00,838300.00,60000.00,972500.00,811300.00,,747200.00,226000.00,,684680.00,94690.00,153750.00,238880.00,64760.00,693100.00,312000.00,790900.00,831800.00,202500.00,867870.00,124500.00,492160.00,1252350.00,,219240.00,289000.00,,442500.00,60000.00,193500.00,27300.00,285000.00,,,370550.00,11400.00,-16250.00,1016000.00,716500.00,51600.00,51600.00,434000.00,4384800.00,60300.00,451500.00,717400.00,176100.00,763800.00,67500.00,,,20933.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otherNonCashItems,148224.00,141683.00,-42237.00,-1341176151003.00,159334.00,-331356.00,-1294231.00,-1294231.00,101200.00,95416.00,93703.00,92179.00,-7074.00,92470.00,93039.00,553652.00,85202.00,91971.00,,,,,,,831800.00,1760.00,,19325.00,-15000.00,5250.00,3985.00,-416975.00,-205449.00,125408.00,714747.00,11160489.00,278279.00,95320.00,2063472.00,2063472.00,317477.00,89381.00,-115590.00,-387200.00,-11700.00,756671.00,-10940320.00,-10940320.00,-4127166.00,-151834.00,157200.00,-1993607.00,-153483.00,860973.00,-1669073.00,163234.00,327588.00,545279.00,1642511.00,1642511.00,423355.00,328838.00,408293.00,-223520.00,108121.00,-504692.00,-608168.00,383259.00,2540219.00,178175.00,112047.00,-797819.00,135646.00,204828.00,3827.00,1478387.00,367038.00,31967.00,52542.00,253037.00,1611.00,37754.00,104152.00,104152.00,2093487.00,9612.00,13323.00,79688.00,165795.00,,1867.00,1734847.00,,826433.00,,
freeCashFlow,-226864.00,-426242.00,-897996.00,-578879.00,-790471.00,-420307.00,-3372646.00,-3372646.00,-207258.00,-1444309.00,-818014.00,-775996.00,-304987.00,-683074.00,-1247023.00,-1210906.00,-1115612.00,-1616468.00,-1701109.00,-3529656.00,-3561721.00,-8936659.00,-4063637.00,-2583747.00,-2770070.00,-7259499.00,-2929217.00,-2778937.00,-1806075.00,-1350469.00,-1910278.00,-1625379.00,-1912210.00,-1792940.00,-2048927.00,-2561831.00,-3070443.00,-2041908.00,-2640947.00,-2640947.00,-2027557.00,-2340590.00,-2968821.00,-1904462.00,-2984270.00,-2952574.00,-3499233.00,-3499233.00,-2251837.00,-2350023.00,-2343494.00,-2931087.00,-1845448.00,-1442834.00,-995221.00,-599884.00,-463137.00,126238.00,-921513.00,-921513.00,-1366561.00,-1013887.00,-1251451.00,-1750376.00,-57091.00,-1930707.00,-3010021.00,-958262.00,-1427003.00,-875218.00,-704436.00,-2592686.00,3207.00,-739548.00,-510800.00,-1027175.00,-682624.00,-534016.00,-563509.00,-853167.00,-531414.00,-375310.00,-1214301.00,-1214301.00,-413250.00,-755804.00,453490.00,-64563.00,-152277.00,-155812.00,-158697.00,76444.00,-109516.00,-379109.00,-258393.00,
researchDevelopment,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
effectOfAccountingCharges,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
incomeBeforeTax,-760048.00,-782425.00,-550265.00,-8312625.00,-126457.00,-926375.00,814439.00,814439.00,-1254616.00,-483074.00,-1430862.00,-1054385.00,-219048.00,-910585.00,-945350.00,-1119575.00,-1099401.00,-596300.00,-947799.00,-823501.00,-631041.00,-1174705.00,-882420.00,-1450011.00,-1460764.00,-820337.00,-1559896.00,-705152.00,-914398.00,-1685109.00,-718845.00,-504748.00,1760048.00,-668763.00,-2135662.00,-10287817.00,-1115388.00,-633908.00,-2822774.00,-2822774.00,-915280.00,-1000845.00,-1680232.00,-5414896.00,-1989068.00,-2103020.00,9955344.00,9955344.00,3127011.00,-4944663.00,-862834.00,-1430640.00,-1268202.00,-1333463.00,261887.00,-797063.00,-729230.00,-570022.00,-1713068.00,-1713068.00,-980616.00,-812914.00,-693194.00,-302688.00,-599652.00,-117806.00,-671274.00,-583925.00,-2620044.00,-638236.00,-426568.00,-742860.00,288235.00,-477691.00,-162898.00,-1757487.00,-725410.00,-258688.00,-324218.00,-567215.00,-260373.00,-223008.00,-561604.00,-561604.00,-2139448.00,-9067.00,-284529.00,-269771.00,-232044.00,-88983.00,-59297.00,-1790291.00,-47948.00,-874439.00,-72887.00,0.00
minorityInterest,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
sellingGeneralAdministrative,639934.00,737910.00,474113.00,832253.00,398712.00,1347619.00,1335556.00,1335556.00,1190900.00,462165.00,1214271.00,1106689.00,140491.00,931990.00,433339.00,390596.00,1256827.00,805582.00,877423.00,1192671.00,737303.00,1349182.00,1051998.00,1617167.00,1409227.00,768833.00,1567079.00,907222.00,934248.00,1713959.00,576530.00,873386.00,960213.00,479429.00,971183.00,739824.00,610156.00,359813.00,77319.00,77319.00,480331.00,660573.00,613909.00,741439.00,1528218.00,1191146.00,750978.00,750978.00,890936.00,4881225.00,503658.00,934636.00,999392.00,485067.00,1366562.00,74370.00,435443.00,443724.00,553956.00,1844009.00,316305.00,335999.00,381117.00,612570.00,883173.00,346306.00,831070.00,352816.00,2754603.00,271559.00,305417.00,211986.00,238690.00,374526.00,163585.00,1321987.00,148416.00,214546.00,188942.00,372935.00,150926.00,109564.00,110766.00,154480.00,35196.00,251866.00,227603.00,252512.56,55391.20,116074.34,60574.48,417111.59,0.00,0.00,0.00,0.00
sellingAndMarketingExpenses,14721.00,17356.00,12456.00,31937.00,21890.00,36555.00,14142.00,14142.00,71216.00,102331.00,13306.00,23747.00,22342.00,7594.00,28330.00,65836.00,53719.00,49439.00,93100.00,57167.00,64070.00,77989.00,68606.00,31316.00,86727.00,83397.00,85480.00,28940.00,80695.00,29755.00,120450.00,15074.00,94121.00,64804.00,90129.00,46652.00,70524.00,81187.00,150565.00,150565.00,,38553.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
